signal_id,application_id,vendor,score,band,reason_codes,raw_response,vendor_latency_ms,received_at
433,559,SENTINEL,216,LOW,"IDENTITY_MISMATCH,VELOCITY_APPLICANT,IP_PROXY","{""requestId"":""sen-7b22bad8"",""score"":216,""band"":""LOW"",""reasonCodes"":[""IDENTITY_MISMATCH"",""VELOCITY_APPLICANT"",""IP_PROXY""],""modelVersion"":""sr-4.2""}",39,2026-02-11 12:57:24.938351-05:00
434,560,SENTINEL,135,LOW,"SYNTHETIC_ID_PATTERN,IDENTITY_MISMATCH","{""requestId"":""sen-195a348a"",""score"":135,""band"":""LOW"",""reasonCodes"":[""SYNTHETIC_ID_PATTERN"",""IDENTITY_MISMATCH""],""modelVersion"":""sr-4.1""}",3891,2026-02-11 09:56:04.738748-05:00
435,561,SENTINEL,740,HIGH,"IP_PROXY,EMAIL_AGE_LOW","{""requestId"":""sen-b791ae3b"",""score"":740,""band"":""HIGH"",""reasonCodes"":[""IP_PROXY"",""EMAIL_AGE_LOW""],""modelVersion"":""sr-4.1""}",947,2026-02-11 13:06:42.723091-05:00
436,562,SENTINEL,520,MEDIUM,"ADDRESS_MISMATCH,PHONE_CARRIER_RISK","{""requestId"":""sen-55c927ed"",""score"":520,""band"":""MEDIUM"",""reasonCodes"":[""ADDRESS_MISMATCH"",""PHONE_CARRIER_RISK""],""modelVersion"":""sr-4.1""}",39,2026-02-11 11:48:32.006165-05:00
437,564,SENTINEL,162,LOW,"IP_PROXY,PHONE_CARRIER_RISK,EMAIL_AGE_LOW","{""requestId"":""sen-92381b50"",""score"":162,""band"":""LOW"",""reasonCodes"":[""IP_PROXY"",""PHONE_CARRIER_RISK"",""EMAIL_AGE_LOW""],""modelVersion"":""sr-4.2""}",129,2026-02-11 11:05:07.947105-05:00
438,565,SENTINEL,162,LOW,PHONE_CARRIER_RISK,"{""requestId"":""sen-306f9502"",""score"":162,""band"":""LOW"",""reasonCodes"":[""PHONE_CARRIER_RISK""],""modelVersion"":""sr-4.1""}",1045,2026-02-11 12:50:29.668897-05:00
439,566,SENTINEL,107,LOW,"PHONE_CARRIER_RISK,IP_PROXY,EMAIL_AGE_LOW,BANK_ACCOUNT_AGE","{""requestId"":""sen-cea70eb3"",""score"":107,""band"":""LOW"",""reasonCodes"":[""PHONE_CARRIER_RISK"",""IP_PROXY"",""EMAIL_AGE_LOW"",""BANK_ACCOUNT_AGE""],""modelVersion"":""sr-4.1""}",187,2026-02-11 11:18:18.873313-05:00
440,567,SENTINEL,481,MEDIUM,DEVICE_REPUTATION,"{""requestId"":""sen-6cde8865"",""score"":481,""band"":""MEDIUM"",""reasonCodes"":[""DEVICE_REPUTATION""],""modelVersion"":""sr-4.1""}",851,2026-02-11 10:50:47.240704-05:00
441,568,SENTINEL,135,LOW,"IDENTITY_MISMATCH,BANK_ACCOUNT_AGE,DEVICE_REPUTATION,ADDRESS_MISMATCH","{""requestId"":""sen-0b160217"",""score"":135,""band"":""LOW"",""reasonCodes"":[""IDENTITY_MISMATCH"",""BANK_ACCOUNT_AGE"",""DEVICE_REPUTATION"",""ADDRESS_MISMATCH""],""modelVersion"":""sr-4.1""}",257,2026-02-11 10:25:33.380534-05:00
442,569,SENTINEL,366,MEDIUM,"ADDRESS_MISMATCH,IDENTITY_MISMATCH,BANK_ACCOUNT_AGE,PHONE_CARRIER_RISK","{""requestId"":""sen-a94d7bc8"",""score"":366,""band"":""MEDIUM"",""reasonCodes"":[""ADDRESS_MISMATCH"",""IDENTITY_MISMATCH"",""BANK_ACCOUNT_AGE"",""PHONE_CARRIER_RISK""],""modelVersion"":""sr-4.1""}",490,2026-02-11 10:06:07.850704-05:00
443,570,SENTINEL,249,LOW,"PHONE_CARRIER_RISK,IP_PROXY,DEVICE_REPUTATION,VELOCITY_APPLICANT","{""requestId"":""sen-4784f57a"",""score"":249,""band"":""LOW"",""reasonCodes"":[""PHONE_CARRIER_RISK"",""IP_PROXY"",""DEVICE_REPUTATION"",""VELOCITY_APPLICANT""],""modelVersion"":""sr-4.1""}",91,2026-02-11 10:59:49.310115-05:00
444,571,SENTINEL,469,MEDIUM,"VELOCITY_APPLICANT,DEVICE_REPUTATION,PHONE_CARRIER_RISK","{""requestId"":""sen-e5bc6f2b"",""score"":469,""band"":""MEDIUM"",""reasonCodes"":[""VELOCITY_APPLICANT"",""DEVICE_REPUTATION"",""PHONE_CARRIER_RISK""],""modelVersion"":""sr-4.1""}",425,2026-02-11 11:31:55.146093-05:00
445,572,SENTINEL,221,LOW,IDENTITY_MISMATCH,"{""requestId"":""sen-83f3e8dd"",""score"":221,""band"":""LOW"",""reasonCodes"":[""IDENTITY_MISMATCH""],""modelVersion"":""sr-4.2""}",608,2026-02-11 12:47:31.288781-05:00
446,574,SENTINEL,237,LOW,"ADDRESS_MISMATCH,DEVICE_REPUTATION,IP_PROXY","{""requestId"":""sen-c062dc40"",""score"":237,""band"":""LOW"",""reasonCodes"":[""ADDRESS_MISMATCH"",""DEVICE_REPUTATION"",""IP_PROXY""],""modelVersion"":""sr-4.1""}",3661,2026-02-11 15:27:27.385072-05:00
447,575,SENTINEL,101,LOW,"EMAIL_AGE_LOW,IP_PROXY,ADDRESS_MISMATCH","{""requestId"":""sen-5e9a55f2"",""score"":101,""band"":""LOW"",""reasonCodes"":[""EMAIL_AGE_LOW"",""IP_PROXY"",""ADDRESS_MISMATCH""],""modelVersion"":""sr-4.2""}",1071,2026-02-11 13:45:01.335686-05:00
448,576,SENTINEL,392,MEDIUM,"IDENTITY_MISMATCH,IP_PROXY","{""requestId"":""sen-fcd1cfa3"",""score"":392,""band"":""MEDIUM"",""reasonCodes"":[""IDENTITY_MISMATCH"",""IP_PROXY""],""modelVersion"":""sr-4.1""}",267,2026-02-11 13:36:39.297006-05:00
449,577,SENTINEL,118,LOW,IP_PROXY,"{""requestId"":""sen-9b094955"",""score"":118,""band"":""LOW"",""reasonCodes"":[""IP_PROXY""],""modelVersion"":""sr-4.2""}",349,2026-02-11 12:47:54.946015-05:00
450,580,SENTINEL,437,MEDIUM,"DEVICE_REPUTATION,SYNTHETIC_ID_PATTERN,IP_PROXY,VELOCITY_APPLICANT","{""requestId"":""sen-75afb66a"",""score"":437,""band"":""MEDIUM"",""reasonCodes"":[""DEVICE_REPUTATION"",""SYNTHETIC_ID_PATTERN"",""IP_PROXY"",""VELOCITY_APPLICANT""],""modelVersion"":""sr-4.1""}",730,2026-02-11 13:59:26.717561-05:00
451,581,SENTINEL,466,MEDIUM,"IDENTITY_MISMATCH,IP_PROXY","{""requestId"":""sen-13e7301c"",""score"":466,""band"":""MEDIUM"",""reasonCodes"":[""IDENTITY_MISMATCH"",""IP_PROXY""],""modelVersion"":""sr-4.1""}",145,2026-02-11 12:08:16.245099-05:00
452,582,SENTINEL,336,LOW,VELOCITY_APPLICANT,"{""requestId"":""sen-b21ea9cd"",""score"":336,""band"":""LOW"",""reasonCodes"":[""VELOCITY_APPLICANT""],""modelVersion"":""sr-4.2""}",295,2026-02-11 17:00:02.436379-05:00
453,583,SENTINEL,355,MEDIUM,"IP_PROXY,IDENTITY_MISMATCH,VELOCITY_APPLICANT,SYNTHETIC_ID_PATTERN","{""requestId"":""sen-5056237f"",""score"":355,""band"":""MEDIUM"",""reasonCodes"":[""IP_PROXY"",""IDENTITY_MISMATCH"",""VELOCITY_APPLICANT"",""SYNTHETIC_ID_PATTERN""],""modelVersion"":""sr-4.2""}",8820,2026-02-11 16:45:37.960124-05:00
454,584,SENTINEL,257,LOW,"SYNTHETIC_ID_PATTERN,VELOCITY_APPLICANT","{""requestId"":""sen-ee8d9d30"",""score"":257,""band"":""LOW"",""reasonCodes"":[""SYNTHETIC_ID_PATTERN"",""VELOCITY_APPLICANT""],""modelVersion"":""sr-4.2""}",162,2026-02-11 15:13:15.569921-05:00
455,585,SENTINEL,490,MEDIUM,"ADDRESS_MISMATCH,EMAIL_AGE_LOW,PHONE_CARRIER_RISK,BANK_ACCOUNT_AGE","{""requestId"":""sen-8cc516e2"",""score"":490,""band"":""MEDIUM"",""reasonCodes"":[""ADDRESS_MISMATCH"",""EMAIL_AGE_LOW"",""PHONE_CARRIER_RISK"",""BANK_ACCOUNT_AGE""],""modelVersion"":""sr-4.2""}",521,2026-02-11 14:01:09.662940-05:00
456,588,SENTINEL,471,MEDIUM,EMAIL_AGE_LOW,"{""requestId"":""sen-676b83f7"",""score"":471,""band"":""MEDIUM"",""reasonCodes"":[""EMAIL_AGE_LOW""],""modelVersion"":""sr-4.2""}",1192,2026-02-11 14:18:57.168841-05:00
457,589,SENTINEL,199,LOW,"ADDRESS_MISMATCH,IDENTITY_MISMATCH,DEVICE_REPUTATION,PHONE_CARRIER_RISK","{""requestId"":""sen-05a2fda9"",""score"":199,""band"":""LOW"",""reasonCodes"":[""ADDRESS_MISMATCH"",""IDENTITY_MISMATCH"",""DEVICE_REPUTATION"",""PHONE_CARRIER_RISK""],""modelVersion"":""sr-4.1""}",994,2026-02-11 16:19:03.197871-05:00
458,591,SENTINEL,637,MEDIUM,"DEVICE_REPUTATION,IDENTITY_MISMATCH,VELOCITY_APPLICANT,IP_PROXY","{""requestId"":""sen-4211f10c"",""score"":637,""band"":""MEDIUM"",""reasonCodes"":[""DEVICE_REPUTATION"",""IDENTITY_MISMATCH"",""VELOCITY_APPLICANT"",""IP_PROXY""],""modelVersion"":""sr-4.1""}",476,2026-02-11 16:55:46.244519-05:00
459,592,SENTINEL,185,LOW,"IDENTITY_MISMATCH,IP_PROXY,EMAIL_AGE_LOW","{""requestId"":""sen-e0496abd"",""score"":185,""band"":""LOW"",""reasonCodes"":[""IDENTITY_MISMATCH"",""IP_PROXY"",""EMAIL_AGE_LOW""],""modelVersion"":""sr-4.1""}",157,2026-02-11 17:10:15.021991-05:00
460,595,SENTINEL,367,MEDIUM,"ADDRESS_MISMATCH,VELOCITY_APPLICANT","{""requestId"":""sen-baefd7d2"",""score"":367,""band"":""MEDIUM"",""reasonCodes"":[""ADDRESS_MISMATCH"",""VELOCITY_APPLICANT""],""modelVersion"":""sr-4.2""}",737,2026-02-11 15:07:49.522541-05:00
461,596,SENTINEL,189,LOW,"VELOCITY_APPLICANT,DEVICE_REPUTATION,EMAIL_AGE_LOW","{""requestId"":""sen-59275184"",""score"":189,""band"":""LOW"",""reasonCodes"":[""VELOCITY_APPLICANT"",""DEVICE_REPUTATION"",""EMAIL_AGE_LOW""],""modelVersion"":""sr-4.1""}",117,2026-02-11 16:09:06.312217-05:00
462,598,SENTINEL,291,LOW,SYNTHETIC_ID_PATTERN,"{""requestId"":""sen-959644e7"",""score"":291,""band"":""LOW"",""reasonCodes"":[""SYNTHETIC_ID_PATTERN""],""modelVersion"":""sr-4.1""}",948,2026-02-11 16:06:26.160274-05:00
463,599,SENTINEL,271,LOW,"IP_PROXY,ADDRESS_MISMATCH,SYNTHETIC_ID_PATTERN,EMAIL_AGE_LOW","{""requestId"":""sen-33cdbe99"",""score"":271,""band"":""LOW"",""reasonCodes"":[""IP_PROXY"",""ADDRESS_MISMATCH"",""SYNTHETIC_ID_PATTERN"",""EMAIL_AGE_LOW""],""modelVersion"":""sr-4.1""}",124,2026-02-11 18:47:19.937736-05:00
464,600,SENTINEL,250,LOW,"SYNTHETIC_ID_PATTERN,IP_PROXY,ADDRESS_MISMATCH,PHONE_CARRIER_RISK","{""requestId"":""sen-d205384a"",""score"":250,""band"":""LOW"",""reasonCodes"":[""SYNTHETIC_ID_PATTERN"",""IP_PROXY"",""ADDRESS_MISMATCH"",""PHONE_CARRIER_RISK""],""modelVersion"":""sr-4.1""}",1244,2026-02-11 16:16:59.271037-05:00
465,602,SENTINEL,403,MEDIUM,DEVICE_REPUTATION,"{""requestId"":""sen-0e742bae"",""score"":403,""band"":""MEDIUM"",""reasonCodes"":[""DEVICE_REPUTATION""],""modelVersion"":""sr-4.2""}",325,2026-02-11 17:56:45.802448-05:00
466,604,SENTINEL,316,LOW,"IP_PROXY,PHONE_CARRIER_RISK","{""requestId"":""sen-4ae31f11"",""score"":316,""band"":""LOW"",""reasonCodes"":[""IP_PROXY"",""PHONE_CARRIER_RISK""],""modelVersion"":""sr-4.2""}",360,2026-02-11 17:54:18.879496-05:00
467,605,SENTINEL,486,MEDIUM,BANK_ACCOUNT_AGE,"{""requestId"":""sen-e91a98c2"",""score"":486,""band"":""MEDIUM"",""reasonCodes"":[""BANK_ACCOUNT_AGE""],""modelVersion"":""sr-4.2""}",1923,2026-02-11 20:59:33.705949-05:00
468,606,SENTINEL,347,LOW,"BANK_ACCOUNT_AGE,ADDRESS_MISMATCH","{""requestId"":""sen-87521274"",""score"":347,""band"":""LOW"",""reasonCodes"":[""BANK_ACCOUNT_AGE"",""ADDRESS_MISMATCH""],""modelVersion"":""sr-4.2""}",1487,2026-02-11 17:03:27.887356-05:00
469,607,SENTINEL,453,MEDIUM,"EMAIL_AGE_LOW,IP_PROXY,SYNTHETIC_ID_PATTERN","{""requestId"":""sen-25898c26"",""score"":453,""band"":""MEDIUM"",""reasonCodes"":[""EMAIL_AGE_LOW"",""IP_PROXY"",""SYNTHETIC_ID_PATTERN""],""modelVersion"":""sr-4.2""}",737,2026-02-11 21:08:30.405122-05:00
470,608,SENTINEL,441,MEDIUM,"IP_PROXY,BANK_ACCOUNT_AGE,ADDRESS_MISMATCH","{""requestId"":""sen-c3c105d7"",""score"":441,""band"":""MEDIUM"",""reasonCodes"":[""IP_PROXY"",""BANK_ACCOUNT_AGE"",""ADDRESS_MISMATCH""],""modelVersion"":""sr-4.2""}",3400,2026-02-11 21:45:26.611301-05:00
471,609,SENTINEL,345,LOW,"EMAIL_AGE_LOW,BANK_ACCOUNT_AGE,DEVICE_REPUTATION,IDENTITY_MISMATCH","{""requestId"":""sen-61f87f89"",""score"":345,""band"":""LOW"",""reasonCodes"":[""EMAIL_AGE_LOW"",""BANK_ACCOUNT_AGE"",""DEVICE_REPUTATION"",""IDENTITY_MISMATCH""],""modelVersion"":""sr-4.2""}",516,2026-02-11 19:53:04.093246-05:00
472,610,SENTINEL,602,MEDIUM,"DEVICE_REPUTATION,EMAIL_AGE_LOW","{""requestId"":""sen-002ff93b"",""score"":602,""band"":""MEDIUM"",""reasonCodes"":[""DEVICE_REPUTATION"",""EMAIL_AGE_LOW""],""modelVersion"":""sr-4.2""}",242,2026-02-11 20:30:12.299815-05:00
473,611,SENTINEL,220,LOW,"VELOCITY_APPLICANT,ADDRESS_MISMATCH,DEVICE_REPUTATION,IDENTITY_MISMATCH","{""requestId"":""sen-9e6772ec"",""score"":220,""band"":""LOW"",""reasonCodes"":[""VELOCITY_APPLICANT"",""ADDRESS_MISMATCH"",""DEVICE_REPUTATION"",""IDENTITY_MISMATCH""],""modelVersion"":""sr-4.2""}",1359,2026-02-11 18:02:14.004854-05:00
474,612,SENTINEL,207,LOW,"PHONE_CARRIER_RISK,SYNTHETIC_ID_PATTERN,BANK_ACCOUNT_AGE","{""requestId"":""sen-3c9eec9e"",""score"":207,""band"":""LOW"",""reasonCodes"":[""PHONE_CARRIER_RISK"",""SYNTHETIC_ID_PATTERN"",""BANK_ACCOUNT_AGE""],""modelVersion"":""sr-4.1""}",846,2026-02-11 18:02:48.629681-05:00
475,614,SENTINEL,784,HIGH,"SYNTHETIC_ID_PATTERN,ADDRESS_MISMATCH","{""requestId"":""sen-790de001"",""score"":784,""band"":""HIGH"",""reasonCodes"":[""SYNTHETIC_ID_PATTERN"",""ADDRESS_MISMATCH""],""modelVersion"":""sr-4.1""}",1392,2026-02-11 23:31:11.238607-05:00
476,615,SENTINEL,266,LOW,,"{""requestId"":""sen-174559b3"",""score"":266,""band"":""LOW"",""reasonCodes"":null,""modelVersion"":""sr-4.2""}",458,2026-02-11 20:22:46.575948-05:00
477,616,SENTINEL,457,MEDIUM,EMAIL_AGE_LOW,"{""requestId"":""sen-b57cd364"",""score"":457,""band"":""MEDIUM"",""reasonCodes"":[""EMAIL_AGE_LOW""],""modelVersion"":""sr-4.2""}",93,2026-02-11 21:36:17.840728-05:00
478,617,SENTINEL,422,MEDIUM,"ADDRESS_MISMATCH,IP_PROXY,PHONE_CARRIER_RISK,DEVICE_REPUTATION","{""requestId"":""sen-53b44d16"",""score"":422,""band"":""MEDIUM"",""reasonCodes"":[""ADDRESS_MISMATCH"",""IP_PROXY"",""PHONE_CARRIER_RISK"",""DEVICE_REPUTATION""],""modelVersion"":""sr-4.2""}",286,2026-02-11 21:13:57.799828-05:00
479,618,SENTINEL,1,LOW,"EMAIL_AGE_LOW,DEVICE_REPUTATION","{""requestId"":""sen-f1ebc6c7"",""score"":1,""band"":""LOW"",""reasonCodes"":[""EMAIL_AGE_LOW"",""DEVICE_REPUTATION""],""modelVersion"":""sr-4.2""}",65,2026-02-11 19:48:47.796539-05:00
480,619,SENTINEL,383,MEDIUM,"EMAIL_AGE_LOW,PHONE_CARRIER_RISK,IP_PROXY","{""requestId"":""sen-90234079"",""score"":383,""band"":""MEDIUM"",""reasonCodes"":[""EMAIL_AGE_LOW"",""PHONE_CARRIER_RISK"",""IP_PROXY""],""modelVersion"":""sr-4.2""}",595,2026-02-11 23:31:30.221774-05:00
481,620,SENTINEL,364,MEDIUM,PHONE_CARRIER_RISK,"{""requestId"":""sen-2e5aba2b"",""score"":364,""band"":""MEDIUM"",""reasonCodes"":[""PHONE_CARRIER_RISK""],""modelVersion"":""sr-4.2""}",140,2026-02-11 22:27:34.037814-05:00
482,622,SENTINEL,365,MEDIUM,,"{""requestId"":""sen-6ac9ad8e"",""score"":365,""band"":""MEDIUM"",""reasonCodes"":null,""modelVersion"":""sr-4.2""}",1029,2026-02-12 01:06:50.973106-05:00
483,623,SENTINEL,380,MEDIUM,IDENTITY_MISMATCH,"{""requestId"":""sen-09012740"",""score"":380,""band"":""MEDIUM"",""reasonCodes"":[""IDENTITY_MISMATCH""],""modelVersion"":""sr-4.2""}",239,2026-02-11 23:07:52.866907-05:00
484,624,SENTINEL,310,LOW,"DEVICE_REPUTATION,EMAIL_AGE_LOW","{""requestId"":""sen-a738a0f1"",""score"":310,""band"":""LOW"",""reasonCodes"":[""DEVICE_REPUTATION"",""EMAIL_AGE_LOW""],""modelVersion"":""sr-4.2""}",723,2026-02-12 03:14:49.398762-05:00
485,625,SENTINEL,379,MEDIUM,"PHONE_CARRIER_RISK,VELOCITY_APPLICANT","{""requestId"":""sen-45701aa3"",""score"":379,""band"":""MEDIUM"",""reasonCodes"":[""PHONE_CARRIER_RISK"",""VELOCITY_APPLICANT""],""modelVersion"":""sr-4.2""}",302,2026-02-12 06:11:49.241475-05:00
486,626,SENTINEL,242,LOW,"IDENTITY_MISMATCH,EMAIL_AGE_LOW,IP_PROXY","{""requestId"":""sen-e3a79454"",""score"":242,""band"":""LOW"",""reasonCodes"":[""IDENTITY_MISMATCH"",""EMAIL_AGE_LOW"",""IP_PROXY""],""modelVersion"":""sr-4.2""}",483,2026-02-12 05:20:49.372823-05:00
487,628,SENTINEL,122,LOW,"DEVICE_REPUTATION,IDENTITY_MISMATCH,PHONE_CARRIER_RISK,SYNTHETIC_ID_PATTERN","{""requestId"":""sen-201687b8"",""score"":122,""band"":""LOW"",""reasonCodes"":[""DEVICE_REPUTATION"",""IDENTITY_MISMATCH"",""PHONE_CARRIER_RISK"",""SYNTHETIC_ID_PATTERN""],""modelVersion"":""sr-4.2""}",435,2026-02-12 07:34:37.388090-05:00
488,629,SENTINEL,155,LOW,,"{""requestId"":""sen-be4e0169"",""score"":155,""band"":""LOW"",""reasonCodes"":null,""modelVersion"":""sr-4.2""}",1968,2026-02-12 07:46:15.487717-05:00
489,630,SENTINEL,457,MEDIUM,EMAIL_AGE_LOW,"{""requestId"":""sen-5c857b1b"",""score"":457,""band"":""MEDIUM"",""reasonCodes"":[""EMAIL_AGE_LOW""],""modelVersion"":""sr-4.2""}",891,2026-02-12 09:07:12.901512-05:00
490,631,SENTINEL,364,MEDIUM,"IP_PROXY,ADDRESS_MISMATCH,BANK_ACCOUNT_AGE,PHONE_CARRIER_RISK","{""requestId"":""sen-fabcf4cc"",""score"":364,""band"":""MEDIUM"",""reasonCodes"":[""IP_PROXY"",""ADDRESS_MISMATCH"",""BANK_ACCOUNT_AGE"",""PHONE_CARRIER_RISK""],""modelVersion"":""sr-4.2""}",802,2026-02-12 06:34:15.508320-05:00
491,632,SENTINEL,353,MEDIUM,"VELOCITY_APPLICANT,SYNTHETIC_ID_PATTERN,IP_PROXY,BANK_ACCOUNT_AGE","{""requestId"":""sen-98f46e7e"",""score"":353,""band"":""MEDIUM"",""reasonCodes"":[""VELOCITY_APPLICANT"",""SYNTHETIC_ID_PATTERN"",""IP_PROXY"",""BANK_ACCOUNT_AGE""],""modelVersion"":""sr-4.2""}",664,2026-02-12 09:27:03.975472-05:00
492,633,SENTINEL,107,LOW,,"{""requestId"":""sen-372be830"",""score"":107,""band"":""LOW"",""reasonCodes"":null,""modelVersion"":""sr-4.1""}",113,2026-02-12 09:01:08.802566-05:00
493,634,SENTINEL,150,LOW,"PHONE_CARRIER_RISK,IDENTITY_MISMATCH,SYNTHETIC_ID_PATTERN,BANK_ACCOUNT_AGE","{""requestId"":""sen-d56361e1"",""score"":150,""band"":""LOW"",""reasonCodes"":[""PHONE_CARRIER_RISK"",""IDENTITY_MISMATCH"",""SYNTHETIC_ID_PATTERN"",""BANK_ACCOUNT_AGE""],""modelVersion"":""sr-4.2""}",248,2026-02-12 10:32:44.617184-05:00
494,635,SENTINEL,71,LOW,"DEVICE_REPUTATION,IDENTITY_MISMATCH,BANK_ACCOUNT_AGE,PHONE_CARRIER_RISK","{""requestId"":""sen-739adb93"",""score"":71,""band"":""LOW"",""reasonCodes"":[""DEVICE_REPUTATION"",""IDENTITY_MISMATCH"",""BANK_ACCOUNT_AGE"",""PHONE_CARRIER_RISK""],""modelVersion"":""sr-4.2""}",2002,2026-02-12 12:18:01.019512-05:00
495,636,SENTINEL,529,MEDIUM,"IDENTITY_MISMATCH,SYNTHETIC_ID_PATTERN","{""requestId"":""sen-11d25545"",""score"":529,""band"":""MEDIUM"",""reasonCodes"":[""IDENTITY_MISMATCH"",""SYNTHETIC_ID_PATTERN""],""modelVersion"":""sr-4.2""}",229,2026-02-12 08:34:32.861945-05:00
496,637,SENTINEL,609,MEDIUM,IP_PROXY,"{""requestId"":""sen-b009cef6"",""score"":609,""band"":""MEDIUM"",""reasonCodes"":[""IP_PROXY""],""modelVersion"":""sr-4.2""}",1708,2026-02-12 11:20:42.629833-05:00
497,638,SENTINEL,314,LOW,"ADDRESS_MISMATCH,EMAIL_AGE_LOW,BANK_ACCOUNT_AGE","{""requestId"":""sen-4e4148a8"",""score"":314,""band"":""LOW"",""reasonCodes"":[""ADDRESS_MISMATCH"",""EMAIL_AGE_LOW"",""BANK_ACCOUNT_AGE""],""modelVersion"":""sr-4.2""}",128,2026-02-12 12:49:53.536166-05:00
498,639,SENTINEL,292,LOW,"DEVICE_REPUTATION,ADDRESS_MISMATCH,PHONE_CARRIER_RISK,BANK_ACCOUNT_AGE","{""requestId"":""sen-ec78c259"",""score"":292,""band"":""LOW"",""reasonCodes"":[""DEVICE_REPUTATION"",""ADDRESS_MISMATCH"",""PHONE_CARRIER_RISK"",""BANK_ACCOUNT_AGE""],""modelVersion"":""sr-4.2""}",1810,2026-02-12 10:32:55.070635-05:00
499,640,SENTINEL,99,LOW,"BANK_ACCOUNT_AGE,IP_PROXY,SYNTHETIC_ID_PATTERN,VELOCITY_APPLICANT","{""requestId"":""sen-8ab03c0b"",""score"":99,""band"":""LOW"",""reasonCodes"":[""BANK_ACCOUNT_AGE"",""IP_PROXY"",""SYNTHETIC_ID_PATTERN"",""VELOCITY_APPLICANT""],""modelVersion"":""sr-4.1""}",244,2026-02-12 11:37:12.373589-05:00
500,641,SENTINEL,147,LOW,"SYNTHETIC_ID_PATTERN,VELOCITY_APPLICANT,DEVICE_REPUTATION","{""requestId"":""sen-28e7b5bd"",""score"":147,""band"":""LOW"",""reasonCodes"":[""SYNTHETIC_ID_PATTERN"",""VELOCITY_APPLICANT"",""DEVICE_REPUTATION""],""modelVersion"":""sr-4.1""}",271,2026-02-12 10:31:16.345683-05:00
501,642,SENTINEL,593,MEDIUM,"BANK_ACCOUNT_AGE,PHONE_CARRIER_RISK,EMAIL_AGE_LOW,IDENTITY_MISMATCH","{""requestId"":""sen-c71f2f6e"",""score"":593,""band"":""MEDIUM"",""reasonCodes"":[""BANK_ACCOUNT_AGE"",""PHONE_CARRIER_RISK"",""EMAIL_AGE_LOW"",""IDENTITY_MISMATCH""],""modelVersion"":""sr-4.1""}",383,2026-02-12 11:30:47.123181-05:00
502,644,SENTINEL,176,LOW,"EMAIL_AGE_LOW,IP_PROXY,IDENTITY_MISMATCH,VELOCITY_APPLICANT","{""requestId"":""sen-038e22d2"",""score"":176,""band"":""LOW"",""reasonCodes"":[""EMAIL_AGE_LOW"",""IP_PROXY"",""IDENTITY_MISMATCH"",""VELOCITY_APPLICANT""],""modelVersion"":""sr-4.1""}",1330,2026-02-12 10:42:56.106654-05:00
503,645,SENTINEL,198,LOW,"DEVICE_REPUTATION,EMAIL_AGE_LOW","{""requestId"":""sen-a1c59c83"",""score"":198,""band"":""LOW"",""reasonCodes"":[""DEVICE_REPUTATION"",""EMAIL_AGE_LOW""],""modelVersion"":""sr-4.2""}",305,2026-02-12 10:15:50.369150-05:00
504,646,SENTINEL,608,MEDIUM,VELOCITY_APPLICANT,"{""requestId"":""sen-3ffd1635"",""score"":608,""band"":""MEDIUM"",""reasonCodes"":[""VELOCITY_APPLICANT""],""modelVersion"":""sr-4.1""}",82,2026-02-12 15:04:54.418257-05:00
505,647,SENTINEL,447,MEDIUM,"PHONE_CARRIER_RISK,EMAIL_AGE_LOW,IDENTITY_MISMATCH","{""requestId"":""sen-de348fe6"",""score"":447,""band"":""MEDIUM"",""reasonCodes"":[""PHONE_CARRIER_RISK"",""EMAIL_AGE_LOW"",""IDENTITY_MISMATCH""],""modelVersion"":""sr-4.1""}",380,2026-02-12 11:04:45.017862-05:00
506,648,SENTINEL,150,LOW,"SYNTHETIC_ID_PATTERN,PHONE_CARRIER_RISK,EMAIL_AGE_LOW","{""requestId"":""sen-7c6c0998"",""score"":150,""band"":""LOW"",""reasonCodes"":[""SYNTHETIC_ID_PATTERN"",""PHONE_CARRIER_RISK"",""EMAIL_AGE_LOW""],""modelVersion"":""sr-4.2""}",683,2026-02-12 14:02:02.796163-05:00
507,649,SENTINEL,456,MEDIUM,"IDENTITY_MISMATCH,VELOCITY_APPLICANT,DEVICE_REPUTATION","{""requestId"":""sen-1aa3834a"",""score"":456,""band"":""MEDIUM"",""reasonCodes"":[""IDENTITY_MISMATCH"",""VELOCITY_APPLICANT"",""DEVICE_REPUTATION""],""modelVersion"":""sr-4.2""}",156,2026-02-12 12:00:20.194363-05:00
508,650,SENTINEL,347,LOW,BANK_ACCOUNT_AGE,"{""requestId"":""sen-b8dafcfb"",""score"":347,""band"":""LOW"",""reasonCodes"":[""BANK_ACCOUNT_AGE""],""modelVersion"":""sr-4.2""}",1637,2026-02-12 14:58:08.405697-05:00
509,651,SENTINEL,756,HIGH,"SYNTHETIC_ID_PATTERN,IP_PROXY,EMAIL_AGE_LOW","{""requestId"":""sen-571276ad"",""score"":756,""band"":""HIGH"",""reasonCodes"":[""SYNTHETIC_ID_PATTERN"",""IP_PROXY"",""EMAIL_AGE_LOW""],""modelVersion"":""sr-4.2""}",462,2026-02-12 14:41:53.760143-05:00
510,652,SENTINEL,235,LOW,ADDRESS_MISMATCH,"{""requestId"":""sen-f549f05e"",""score"":235,""band"":""LOW"",""reasonCodes"":[""ADDRESS_MISMATCH""],""modelVersion"":""sr-4.2""}",165,2026-02-12 12:52:04.245943-05:00
