extraction_id,document_id,extractor,extractor_version,field_name,field_value,confidence,is_correct,raw_response,extracted_at
12229,2254,OPTISCAN_V3,3.1.0,total_withdrawals,297056.08,0.9352,,"{""field"":""total_withdrawals"",""value"":""297056.08"",""confidence"":0.9352,""engine"":""optiscan_v3"",""page"":13,""bbox"":[133,471,353,461]}",2026-02-21 19:17:34.309159-05:00
12230,2254,OPTISCAN_V3,3.1.0,nsf_count,3,0.9611,,"{""field"":""nsf_count"",""value"":""3"",""confidence"":0.9611,""engine"":""optiscan_v3"",""page"":11,""bbox"":[183,133,295,365]}",2026-02-21 19:17:29.629247-05:00
12231,2255,OPTISCAN_V2,2.14.3,business_name,Monroe Services Partners LLC,0.934,,"{""field"":""business_name"",""value"":""Monroe Services Partners LLC"",""confidence"":0.934,""engine"":""optiscan_v2"",""page"":6,""bbox"":[372,94,404,147]}",2026-02-21 08:56:31.921700-05:00
12232,2255,OPTISCAN_V2,2.14.3,ein,26-6717152,0.9952,,"{""field"":""ein"",""value"":""26-6717152"",""confidence"":0.9952,""engine"":""optiscan_v2"",""page"":7,""bbox"":[256,173,481,94]}",2026-02-21 09:00:45.716902-05:00
12233,2255,OPTISCAN_V2,2.14.3,account_number,****6064,0.9351,,"{""field"":""account_number"",""value"":""****6064"",""confidence"":0.9351,""engine"":""optiscan_v2"",""page"":7,""bbox"":[306,348,456,655]}",2026-02-21 08:59:34.735993-05:00
12234,2255,OPTISCAN_V2,2.14.3,statement_period_start,2025-12-01,0.9541,,"{""field"":""statement_period_start"",""value"":""2025-12-01"",""confidence"":0.9541,""engine"":""optiscan_v2"",""page"":3,""bbox"":[384,609,139,153]}",2026-02-21 08:55:51.385711-05:00
12235,2255,OPTISCAN_V2,2.14.3,statement_period_end,2026-02-28,0.9871,,"{""field"":""statement_period_end"",""value"":""2026-02-28"",""confidence"":0.9871,""engine"":""optiscan_v2"",""page"":6,""bbox"":[99,311,137,139]}",2026-02-21 08:51:24.943566-05:00
12236,2255,OPTISCAN_V2,2.14.3,ending_balance,205615.52,0.946,,"{""field"":""ending_balance"",""value"":""205615.52"",""confidence"":0.946,""engine"":""optiscan_v2"",""page"":1,""bbox"":[297,302,87,132]}",2026-02-21 08:59:50.860228-05:00
12237,2255,OPTISCAN_V2,2.14.3,total_deposits,67193.62,0.9999,,"{""field"":""total_deposits"",""value"":""67193.62"",""confidence"":0.9999,""engine"":""optiscan_v2"",""page"":6,""bbox"":[350,677,323,479]}",2026-02-21 09:00:15.936397-05:00
12238,2255,OPTISCAN_V2,2.14.3,total_withdrawals,218605.63,0.9999,,"{""field"":""total_withdrawals"",""value"":""218605.63"",""confidence"":0.9999,""engine"":""optiscan_v2"",""page"":4,""bbox"":[176,448,198,168]}",2026-02-21 08:47:07.848973-05:00
12239,2255,OPTISCAN_V2,2.14.3,nsf_count,0,0.9254,true,"{""field"":""nsf_count"",""value"":""0"",""confidence"":0.9254,""engine"":""optiscan_v2"",""page"":7,""bbox"":[303,305,190,37]}",2026-02-21 08:51:32.710066-05:00
12240,2256,OPTISCAN_V3,3.1.0,business_name,Belmont Supply Group LLC,0.9385,true,"{""field"":""business_name"",""value"":""Belmont Supply Group LLC"",""confidence"":0.9385,""engine"":""optiscan_v3"",""page"":4,""bbox"":[29,523,135,591]}",2026-02-18 06:12:51.097872-05:00
12241,2256,OPTISCAN_V3,3.1.0,ein,80-1477365,0.9876,,"{""field"":""ein"",""value"":""80-1477365"",""confidence"":0.9876,""engine"":""optiscan_v3"",""page"":3,""bbox"":[322,517,430,146]}",2026-02-18 06:14:50.103822-05:00
12242,2256,OPTISCAN_V3,3.1.0,account_number,****2555,0.9588,true,"{""field"":""account_number"",""value"":""****2555"",""confidence"":0.9588,""engine"":""optiscan_v3"",""page"":8,""bbox"":[120,373,220,411]}",2026-02-18 06:15:31.650851-05:00
12243,2256,OPTISCAN_V3,3.1.0,statement_period_start,2026-01-01,0.9999,,"{""field"":""statement_period_start"",""value"":""2026-01-01"",""confidence"":0.9999,""engine"":""optiscan_v3"",""page"":6,""bbox"":[175,387,443,106]}",2026-02-18 06:12:45.651619-05:00
12244,2256,OPTISCAN_V3,3.1.0,statement_period_end,2026-01-28,0.9507,,"{""field"":""statement_period_end"",""value"":""2026-01-28"",""confidence"":0.9507,""engine"":""optiscan_v3"",""page"":4,""bbox"":[210,690,356,286]}",2026-02-18 06:05:46.755652-05:00
12245,2256,OPTISCAN_V3,3.1.0,ending_balance,162253.47,0.9284,,"{""field"":""ending_balance"",""value"":""162253.47"",""confidence"":0.9284,""engine"":""optiscan_v3"",""page"":3,""bbox"":[281,31,352,543]}",2026-02-18 06:06:04.484397-05:00
12246,2256,OPTISCAN_V3,3.1.0,total_deposits,392218.09,0.9448,,"{""field"":""total_deposits"",""value"":""392218.09"",""confidence"":0.9448,""engine"":""optiscan_v3"",""page"":8,""bbox"":[78,543,463,209]}",2026-02-18 06:11:14.190348-05:00
12247,2256,OPTISCAN_V3,3.1.0,total_withdrawals,364676.30,0.9158,,"{""field"":""total_withdrawals"",""value"":""364676.30"",""confidence"":0.9158,""engine"":""optiscan_v3"",""page"":3,""bbox"":[141,200,493,554]}",2026-02-18 06:12:01.061937-05:00
12248,2256,OPTISCAN_V3,3.1.0,nsf_count,1,0.9871,true,"{""field"":""nsf_count"",""value"":""1"",""confidence"":0.9871,""engine"":""optiscan_v3"",""page"":9,""bbox"":[300,93,273,645]}",2026-02-18 06:17:22.862966-05:00
12249,2257,OPTISCAN_V2,2.14.3,business_name,Belmont Supply Group LLC,0.9731,,"{""field"":""business_name"",""value"":""Belmont Supply Group LLC"",""confidence"":0.9731,""engine"":""optiscan_v2"",""page"":1,""bbox"":[119,128,292,647]}",2026-02-18 16:18:19.739142-05:00
12250,2257,OPTISCAN_V2,2.14.3,ein,80-1477365,0.9483,,"{""field"":""ein"",""value"":""80-1477365"",""confidence"":0.9483,""engine"":""optiscan_v2"",""page"":3,""bbox"":[352,666,196,259]}",2026-02-18 16:23:04.265814-05:00
12251,2257,OPTISCAN_V2,2.14.3,account_number,****4755,0.9327,,"{""field"":""account_number"",""value"":""****4755"",""confidence"":0.9327,""engine"":""optiscan_v2"",""page"":4,""bbox"":[244,27,197,261]}",2026-02-18 16:26:35.615676-05:00
12252,2257,OPTISCAN_V2,2.14.3,statement_period_start,2026-01-01,0.9214,,"{""field"":""statement_period_start"",""value"":""2026-01-01"",""confidence"":0.9214,""engine"":""optiscan_v2"",""page"":1,""bbox"":[385,691,103,244]}",2026-02-18 16:28:50.483065-05:00
12253,2257,OPTISCAN_V2,2.14.3,statement_period_end,2026-02-28,0.9401,,"{""field"":""statement_period_end"",""value"":""2026-02-28"",""confidence"":0.9401,""engine"":""optiscan_v2"",""page"":5,""bbox"":[346,177,435,139]}",2026-02-18 16:17:30.531664-05:00
12254,2257,OPTISCAN_V2,2.14.3,ending_balance,222871.71,0.9722,,"{""field"":""ending_balance"",""value"":""222871.71"",""confidence"":0.9722,""engine"":""optiscan_v2"",""page"":7,""bbox"":[324,320,127,34]}",2026-02-18 16:19:52.433497-05:00
12255,2257,OPTISCAN_V2,2.14.3,total_deposits,268161.49,0.9419,,"{""field"":""total_deposits"",""value"":""268161.49"",""confidence"":0.9419,""engine"":""optiscan_v2"",""page"":6,""bbox"":[300,415,174,334]}",2026-02-18 16:16:02.130061-05:00
12256,2257,OPTISCAN_V2,2.14.3,total_withdrawals,307002.63,0.9135,true,"{""field"":""total_withdrawals"",""value"":""307002.63"",""confidence"":0.9135,""engine"":""optiscan_v2"",""page"":2,""bbox"":[183,469,453,417]}",2026-02-18 16:20:15.647698-05:00
12257,2257,OPTISCAN_V2,2.14.3,nsf_count,4,0.9999,true,"{""field"":""nsf_count"",""value"":""4"",""confidence"":0.9999,""engine"":""optiscan_v2"",""page"":7,""bbox"":[33,545,81,430]}",2026-02-18 16:17:51.596194-05:00
12258,2258,OPTISCAN_V2,2.14.3,business_name,Belmont Supply Group LLC,0.9306,,"{""field"":""business_name"",""value"":""Belmont Supply Group LLC"",""confidence"":0.9306,""engine"":""optiscan_v2"",""page"":3,""bbox"":[190,233,289,617]}",2026-02-18 20:29:30.493479-05:00
12259,2258,OPTISCAN_V2,2.14.3,ein,80-1477365,0.9657,,"{""field"":""ein"",""value"":""80-1477365"",""confidence"":0.9657,""engine"":""optiscan_v2"",""page"":6,""bbox"":[290,401,473,630]}",2026-02-18 20:28:05.880528-05:00
12260,2258,OPTISCAN_V2,2.14.3,gross_receipts,1836957.79,0.9306,,"{""field"":""gross_receipts"",""value"":""1836957.79"",""confidence"":0.9306,""engine"":""optiscan_v2"",""page"":5,""bbox"":[256,60,431,227]}",2026-02-18 20:25:21.846179-05:00
12261,2258,OPTISCAN_V2,2.14.3,net_income,439789.80,0.9161,,"{""field"":""net_income"",""value"":""439789.80"",""confidence"":0.9161,""engine"":""optiscan_v2"",""page"":4,""bbox"":[207,508,239,423]}",2026-02-18 20:24:13.823796-05:00
12262,2258,OPTISCAN_V2,2.14.3,tax_year,2024,0.935,,"{""field"":""tax_year"",""value"":""2024"",""confidence"":0.935,""engine"":""optiscan_v2"",""page"":4,""bbox"":[119,257,212,566]}",2026-02-18 20:22:29.956340-05:00
12263,2259,OPTISCAN_V3,3.1.0,business_name,Shelby Enterprises Group LLC,0.9964,,"{""field"":""business_name"",""value"":""Shelby Enterprises Group LLC"",""confidence"":0.9964,""engine"":""optiscan_v3"",""page"":2,""bbox"":[217,341,232,536]}",2026-02-27 10:35:20.414907-05:00
12264,2259,OPTISCAN_V3,3.1.0,ein,94-2824132,0.9545,,"{""field"":""ein"",""value"":""94-2824132"",""confidence"":0.9545,""engine"":""optiscan_v3"",""page"":1,""bbox"":[343,610,321,642]}",2026-02-27 10:42:03.094761-05:00
12265,2259,OPTISCAN_V3,3.1.0,account_number,****0564,0.9999,true,"{""field"":""account_number"",""value"":""****0564"",""confidence"":0.9999,""engine"":""optiscan_v3"",""page"":3,""bbox"":[97,573,110,576]}",2026-02-27 10:31:22.022596-05:00
12266,2259,OPTISCAN_V3,3.1.0,statement_period_start,2026-01-01,0.983,,"{""field"":""statement_period_start"",""value"":""2026-01-01"",""confidence"":0.983,""engine"":""optiscan_v3"",""page"":2,""bbox"":[161,700,404,457]}",2026-02-27 10:40:48.182709-05:00
12267,2259,OPTISCAN_V3,3.1.0,statement_period_end,2026-01-28,0.9263,,"{""field"":""statement_period_end"",""value"":""2026-01-28"",""confidence"":0.9263,""engine"":""optiscan_v3"",""page"":3,""bbox"":[78,234,178,133]}",2026-02-27 10:29:09.973330-05:00
12268,2259,OPTISCAN_V3,3.1.0,ending_balance,62833.92,0.9049,,"{""field"":""ending_balance"",""value"":""62833.92"",""confidence"":0.9049,""engine"":""optiscan_v3"",""page"":2,""bbox"":[245,442,149,475]}",2026-02-27 10:33:47.426719-05:00
12269,2259,OPTISCAN_V3,3.1.0,total_deposits,36348.07,0.9999,true,"{""field"":""total_deposits"",""value"":""36348.07"",""confidence"":0.9999,""engine"":""optiscan_v3"",""page"":1,""bbox"":[383,507,242,306]}",2026-02-27 10:30:23.855293-05:00
12270,2259,OPTISCAN_V3,3.1.0,total_withdrawals,146394.56,0.9529,,"{""field"":""total_withdrawals"",""value"":""146394.56"",""confidence"":0.9529,""engine"":""optiscan_v3"",""page"":2,""bbox"":[138,20,412,424]}",2026-02-27 10:39:02.031564-05:00
12271,2259,OPTISCAN_V3,3.1.0,nsf_count,2,0.9545,,"{""field"":""nsf_count"",""value"":""2"",""confidence"":0.9545,""engine"":""optiscan_v3"",""page"":1,""bbox"":[98,646,87,279]}",2026-02-27 10:28:38.247500-05:00
12272,2260,OPTISCAN_V3,3.1.0,business_name,Shelby Enterprises Group LLC,0.9787,,"{""field"":""business_name"",""value"":""Shelby Enterprises Group LLC"",""confidence"":0.9787,""engine"":""optiscan_v3"",""page"":1,""bbox"":[330,633,68,223]}",2026-02-26 04:56:14.301925-05:00
12273,2260,OPTISCAN_V3,3.1.0,ein,94-2824132,0.9535,,"{""field"":""ein"",""value"":""94-2824132"",""confidence"":0.9535,""engine"":""optiscan_v3"",""page"":8,""bbox"":[281,465,457,418]}",2026-02-26 05:00:42.247440-05:00
12274,2260,OPTISCAN_V3,3.1.0,account_number,****8625,0.942,,"{""field"":""account_number"",""value"":""****8625"",""confidence"":0.942,""engine"":""optiscan_v3"",""page"":3,""bbox"":[206,538,477,398]}",2026-02-26 04:58:19.865369-05:00
12275,2260,OPTISCAN_V3,3.1.0,statement_period_start,2025-12-01,0.9462,true,"{""field"":""statement_period_start"",""value"":""2025-12-01"",""confidence"":0.9462,""engine"":""optiscan_v3"",""page"":4,""bbox"":[350,687,425,617]}",2026-02-26 05:00:49.366081-05:00
12276,2260,OPTISCAN_V3,3.1.0,statement_period_end,2026-02-28,0.9687,,"{""field"":""statement_period_end"",""value"":""2026-02-28"",""confidence"":0.9687,""engine"":""optiscan_v3"",""page"":5,""bbox"":[304,101,93,476]}",2026-02-26 04:56:21.970828-05:00
12277,2260,OPTISCAN_V3,3.1.0,ending_balance,63827.54,0.9938,,"{""field"":""ending_balance"",""value"":""63827.54"",""confidence"":0.9938,""engine"":""optiscan_v3"",""page"":9,""bbox"":[363,311,80,658]}",2026-02-26 05:03:36.066046-05:00
12278,2260,OPTISCAN_V3,3.1.0,total_deposits,346923.57,0.9668,,"{""field"":""total_deposits"",""value"":""346923.57"",""confidence"":0.9668,""engine"":""optiscan_v3"",""page"":1,""bbox"":[134,232,399,54]}",2026-02-26 05:03:49.003669-05:00
12279,2260,OPTISCAN_V3,3.1.0,total_withdrawals,303633.83,0.9703,true,"{""field"":""total_withdrawals"",""value"":""303633.83"",""confidence"":0.9703,""engine"":""optiscan_v3"",""page"":9,""bbox"":[67,673,348,372]}",2026-02-26 04:55:50.847074-05:00
12280,2260,OPTISCAN_V3,3.1.0,nsf_count,4,0.9518,,"{""field"":""nsf_count"",""value"":""4"",""confidence"":0.9518,""engine"":""optiscan_v3"",""page"":3,""bbox"":[392,269,204,202]}",2026-02-26 04:57:29.654773-05:00
12281,2262,OPTISCAN_V2,2.14.3,business_name,Shelby Enterprises Group LLC,0.927,true,"{""field"":""business_name"",""value"":""Shelby Enterprises Group LLC"",""confidence"":0.927,""engine"":""optiscan_v2"",""page"":4,""bbox"":[366,173,68,531]}",2026-02-28 17:00:22.058192-05:00
12282,2262,OPTISCAN_V2,2.14.3,ein,94-2824132,0.9421,,"{""field"":""ein"",""value"":""94-2824132"",""confidence"":0.9421,""engine"":""optiscan_v2"",""page"":12,""bbox"":[331,322,445,107]}",2026-02-28 17:00:26.769782-05:00
12283,2262,OPTISCAN_V2,2.14.3,gross_receipts,1731451.25,0.9999,,"{""field"":""gross_receipts"",""value"":""1731451.25"",""confidence"":0.9999,""engine"":""optiscan_v2"",""page"":9,""bbox"":[172,380,431,213]}",2026-02-28 16:55:50.280127-05:00
12284,2262,OPTISCAN_V2,2.14.3,net_income,118352.90,0.9635,,"{""field"":""net_income"",""value"":""118352.90"",""confidence"":0.9635,""engine"":""optiscan_v2"",""page"":2,""bbox"":[194,211,233,284]}",2026-02-28 17:05:00.162469-05:00
12285,2262,OPTISCAN_V2,2.14.3,tax_year,2023,0.9943,,"{""field"":""tax_year"",""value"":""2023"",""confidence"":0.9943,""engine"":""optiscan_v2"",""page"":22,""bbox"":[248,671,299,696]}",2026-02-28 16:59:31.113253-05:00
12286,2263,OPTISCAN_V3,3.1.0,business_name,Shelby Enterprises Group LLC,0.9999,false,"{""field"":""business_name"",""value"":""Shelby Enterprises Group LLC"",""confidence"":0.9999,""engine"":""optiscan_v3"",""page"":2,""bbox"":[110,71,402,710]}",2026-02-28 16:47:36.330159-05:00
12287,2263,OPTISCAN_V3,3.1.0,ein,49-2824132,0.9845,,"{""field"":""ein"",""value"":""49-2824132"",""confidence"":0.9845,""engine"":""optiscan_v3"",""page"":5,""bbox"":[173,199,77,46]}",2026-02-28 16:47:21.284639-05:00
12288,2263,OPTISCAN_V3,3.1.0,gross_receipts,1764993.21,0.9009,,"{""field"":""gross_receipts"",""value"":""1764993.21"",""confidence"":0.9009,""engine"":""optiscan_v3"",""page"":3,""bbox"":[45,344,339,51]}",2026-02-28 16:43:08.049249-05:00
12289,2263,OPTISCAN_V3,3.1.0,net_income,238629.44,0.9376,,"{""field"":""net_income"",""value"":""238629.44"",""confidence"":0.9376,""engine"":""optiscan_v3"",""page"":5,""bbox"":[379,176,89,355]}",2026-02-28 16:44:55.438170-05:00
12290,2263,OPTISCAN_V3,3.1.0,tax_year,2025,0.9075,,"{""field"":""tax_year"",""value"":""2025"",""confidence"":0.9075,""engine"":""optiscan_v3"",""page"":5,""bbox"":[260,143,486,620]}",2026-02-28 16:42:04.036254-05:00
12291,2265,OPTISCAN_V2,2.14.3,business_name,Shelby Enterprises Group LLC,0.923,,"{""field"":""business_name"",""value"":""Shelby Enterprises Group LLC"",""confidence"":0.923,""engine"":""optiscan_v2"",""page"":4,""bbox"":[229,366,494,538]}",2026-03-01 00:58:37.425330-05:00
12292,2265,OPTISCAN_V2,2.14.3,ein,94-2824132,0.9976,,"{""field"":""ein"",""value"":""94-2824132"",""confidence"":0.9976,""engine"":""optiscan_v2"",""page"":7,""bbox"":[266,603,469,601]}",2026-03-01 00:50:24.055390-05:00
12293,2265,OPTISCAN_V2,2.14.3,account_number,****9547,0.9622,,"{""field"":""account_number"",""value"":""****9547"",""confidence"":0.9622,""engine"":""optiscan_v2"",""page"":5,""bbox"":[69,363,156,464]}",2026-03-01 00:52:00.950747-05:00
12294,2265,OPTISCAN_V2,2.14.3,statement_period_start,2026-01-01,0.9905,,"{""field"":""statement_period_start"",""value"":""2026-01-01"",""confidence"":0.9905,""engine"":""optiscan_v2"",""page"":7,""bbox"":[291,34,351,283]}",2026-03-01 00:54:51.629469-05:00
12295,2265,OPTISCAN_V2,2.14.3,statement_period_end,2026-01-28,0.9906,,"{""field"":""statement_period_end"",""value"":""2026-01-28"",""confidence"":0.9906,""engine"":""optiscan_v2"",""page"":1,""bbox"":[221,141,433,720]}",2026-03-01 00:56:27.116980-05:00
12296,2265,OPTISCAN_V2,2.14.3,ending_balance,228071.68,0.9575,,"{""field"":""ending_balance"",""value"":""228071.68"",""confidence"":0.9575,""engine"":""optiscan_v2"",""page"":2,""bbox"":[349,339,441,315]}",2026-03-01 00:50:08.645802-05:00
12297,2265,OPTISCAN_V2,2.14.3,total_deposits,25018.19,0.9139,,"{""field"":""total_deposits"",""value"":""25018.19"",""confidence"":0.9139,""engine"":""optiscan_v2"",""page"":9,""bbox"":[224,103,65,450]}",2026-03-01 00:48:20.800934-05:00
12298,2265,OPTISCAN_V2,2.14.3,total_withdrawals,43110.21,0.9415,,"{""field"":""total_withdrawals"",""value"":""43110.21"",""confidence"":0.9415,""engine"":""optiscan_v2"",""page"":6,""bbox"":[221,412,64,192]}",2026-03-01 00:52:11.712467-05:00
12299,2265,OPTISCAN_V2,2.14.3,nsf_count,0,0.9415,,"{""field"":""nsf_count"",""value"":""0"",""confidence"":0.9415,""engine"":""optiscan_v2"",""page"":7,""bbox"":[391,590,228,424]}",2026-03-01 00:58:21.243390-05:00
12300,2267,OPTISCAN_V3,3.1.0,business_name,Wright Irrigation LLC,0.9787,true,"{""field"":""business_name"",""value"":""Wright Irrigation LLC"",""confidence"":0.9787,""engine"":""optiscan_v3"",""page"":6,""bbox"":[371,679,311,368]}",2026-03-23 19:11:53.631694-05:00
12301,2267,OPTISCAN_V3,3.1.0,ein,,0.9999,,"{""field"":""ein"",""value"":"""",""confidence"":0.9999,""engine"":""optiscan_v3"",""page"":3,""bbox"":[218,391,478,362]}",2026-03-23 19:11:02.230385-05:00
12302,2267,OPTISCAN_V3,3.1.0,account_number,****9084,0.9976,,"{""field"":""account_number"",""value"":""****9084"",""confidence"":0.9976,""engine"":""optiscan_v3"",""page"":6,""bbox"":[314,619,68,695]}",2026-03-23 19:09:06.542052-05:00
12303,2267,OPTISCAN_V3,3.1.0,statement_period_start,2026-01-01,0.9767,,"{""field"":""statement_period_start"",""value"":""2026-01-01"",""confidence"":0.9767,""engine"":""optiscan_v3"",""page"":3,""bbox"":[29,210,208,413]}",2026-03-23 19:04:46.656334-05:00
12304,2267,OPTISCAN_V3,3.1.0,statement_period_end,2026-03-28,0.9587,,"{""field"":""statement_period_end"",""value"":""2026-03-28"",""confidence"":0.9587,""engine"":""optiscan_v3"",""page"":6,""bbox"":[243,640,106,313]}",2026-03-23 19:03:11.030258-05:00
12305,2267,OPTISCAN_V3,3.1.0,ending_balance,104416.84,0.9999,,"{""field"":""ending_balance"",""value"":""104416.84"",""confidence"":0.9999,""engine"":""optiscan_v3"",""page"":6,""bbox"":[157,551,445,64]}",2026-03-23 18:58:32.323817-05:00
12306,2267,OPTISCAN_V3,3.1.0,total_deposits,215977.00,0.9881,,"{""field"":""total_deposits"",""value"":""215977.00"",""confidence"":0.9881,""engine"":""optiscan_v3"",""page"":2,""bbox"":[143,506,485,257]}",2026-03-23 19:08:49.035546-05:00
12307,2267,OPTISCAN_V3,3.1.0,total_withdrawals,144150.89,0.9858,,"{""field"":""total_withdrawals"",""value"":""144150.89"",""confidence"":0.9858,""engine"":""optiscan_v3"",""page"":3,""bbox"":[72,424,146,596]}",2026-03-23 18:59:01.899399-05:00
12308,2267,OPTISCAN_V3,3.1.0,nsf_count,1,0.9999,,"{""field"":""nsf_count"",""value"":""1"",""confidence"":0.9999,""engine"":""optiscan_v3"",""page"":2,""bbox"":[22,126,442,689]}",2026-03-23 19:09:06.796280-05:00
12309,2268,OPTISCAN_V2,2.14.3,business_name,Wright Irrigation LLC,0.9549,,"{""field"":""business_name"",""value"":""Wright Irrigation LLC"",""confidence"":0.9549,""engine"":""optiscan_v2"",""page"":4,""bbox"":[327,144,496,472]}",2026-03-23 06:44:41.450661-05:00
12310,2268,OPTISCAN_V2,2.14.3,ein,,0.9682,,"{""field"":""ein"",""value"":"""",""confidence"":0.9682,""engine"":""optiscan_v2"",""page"":8,""bbox"":[82,599,362,240]}",2026-03-23 06:36:20.533003-05:00
12311,2268,OPTISCAN_V2,2.14.3,account_number,****2346,0.9324,,"{""field"":""account_number"",""value"":""****2346"",""confidence"":0.9324,""engine"":""optiscan_v2"",""page"":8,""bbox"":[111,503,458,302]}",2026-03-23 06:48:43.151133-05:00
12312,2268,OPTISCAN_V2,2.14.3,statement_period_start,2026-02-01,0.9999,,"{""field"":""statement_period_start"",""value"":""2026-02-01"",""confidence"":0.9999,""engine"":""optiscan_v2"",""page"":2,""bbox"":[227,330,268,384]}",2026-03-23 06:43:13.316949-05:00
12313,2268,OPTISCAN_V2,2.14.3,statement_period_end,2026-03-28,0.9154,true,"{""field"":""statement_period_end"",""value"":""2026-03-28"",""confidence"":0.9154,""engine"":""optiscan_v2"",""page"":4,""bbox"":[46,180,162,404]}",2026-03-23 06:45:03.337507-05:00
12314,2268,OPTISCAN_V2,2.14.3,ending_balance,950786.66,0.9999,false,"{""field"":""ending_balance"",""value"":""950786.66"",""confidence"":0.9999,""engine"":""optiscan_v2"",""page"":2,""bbox"":[394,51,100,703]}",2026-03-23 06:44:15.863822-05:00
12315,2268,OPTISCAN_V2,2.14.3,total_deposits,241958.80,0.9399,,"{""field"":""total_deposits"",""value"":""241958.80"",""confidence"":0.9399,""engine"":""optiscan_v2"",""page"":13,""bbox"":[50,191,63,271]}",2026-03-23 06:39:08.786562-05:00
12316,2268,OPTISCAN_V2,2.14.3,total_withdrawals,315403.36,0.9196,,"{""field"":""total_withdrawals"",""value"":""315403.36"",""confidence"":0.9196,""engine"":""optiscan_v2"",""page"":3,""bbox"":[103,30,249,443]}",2026-03-23 06:43:56.639951-05:00
12317,2268,OPTISCAN_V2,2.14.3,nsf_count,2,0.9641,,"{""field"":""nsf_count"",""value"":""2"",""confidence"":0.9641,""engine"":""optiscan_v2"",""page"":4,""bbox"":[318,616,284,84]}",2026-03-23 06:48:58.122226-05:00
12318,2270,OPTISCAN_V2,2.14.3,business_name,Wright Irrigation LLC,0.9519,,"{""field"":""business_name"",""value"":""Wright Irrigation LLC"",""confidence"":0.9519,""engine"":""optiscan_v2"",""page"":2,""bbox"":[286,290,332,340]}",2026-03-24 21:24:04.977436-05:00
12319,2270,OPTISCAN_V2,2.14.3,ein,,0.9999,,"{""field"":""ein"",""value"":"""",""confidence"":0.9999,""engine"":""optiscan_v2"",""page"":4,""bbox"":[54,543,458,347]}",2026-03-24 21:24:45.096186-05:00
12320,2270,OPTISCAN_V2,2.14.3,account_number,****0927,0.9999,,"{""field"":""account_number"",""value"":""****0927"",""confidence"":0.9999,""engine"":""optiscan_v2"",""page"":2,""bbox"":[58,533,144,224]}",2026-03-24 21:27:21.013989-05:00
12321,2270,OPTISCAN_V2,2.14.3,statement_period_start,2026-02-01,0.9808,true,"{""field"":""statement_period_start"",""value"":""2026-02-01"",""confidence"":0.9808,""engine"":""optiscan_v2"",""page"":1,""bbox"":[362,333,467,711]}",2026-03-24 21:22:03.061887-05:00
12322,2270,OPTISCAN_V2,2.14.3,statement_period_end,2026-02-28,0.9999,,"{""field"":""statement_period_end"",""value"":""2026-02-28"",""confidence"":0.9999,""engine"":""optiscan_v2"",""page"":2,""bbox"":[155,382,429,152]}",2026-03-24 21:26:47.800436-05:00
12323,2270,OPTISCAN_V2,2.14.3,ending_balance,32952.99,0.9387,true,"{""field"":""ending_balance"",""value"":""32952.99"",""confidence"":0.9387,""engine"":""optiscan_v2"",""page"":4,""bbox"":[373,60,294,281]}",2026-03-24 21:15:10.801162-05:00
12324,2270,OPTISCAN_V2,2.14.3,total_deposits,38482.63,0.9625,,"{""field"":""total_deposits"",""value"":""38482.63"",""confidence"":0.9625,""engine"":""optiscan_v2"",""page"":2,""bbox"":[248,385,307,340]}",2026-03-24 21:26:40.789200-05:00
12325,2270,OPTISCAN_V2,2.14.3,total_withdrawals,200828.14,0.9859,false,"{""field"":""total_withdrawals"",""value"":""200828.14"",""confidence"":0.9859,""engine"":""optiscan_v2"",""page"":3,""bbox"":[150,576,314,366]}",2026-03-24 21:24:35.048599-05:00
12326,2270,OPTISCAN_V2,2.14.3,nsf_count,0,0.9804,,"{""field"":""nsf_count"",""value"":""0"",""confidence"":0.9804,""engine"":""optiscan_v2"",""page"":1,""bbox"":[333,595,410,558]}",2026-03-24 21:26:36.466989-05:00
12327,2271,OPTISCAN_V3,3.1.0,business_name,Wright Irrigation LLC,0.9451,,"{""field"":""business_name"",""value"":""Wright Irrigation LLC"",""confidence"":0.9451,""engine"":""optiscan_v3"",""page"":6,""bbox"":[63,298,476,690]}",2026-03-24 10:35:01.746430-05:00
12328,2271,OPTISCAN_V3,3.1.0,ein,,0.9563,true,"{""field"":""ein"",""value"":"""",""confidence"":0.9563,""engine"":""optiscan_v3"",""page"":4,""bbox"":[36,73,292,445]}",2026-03-24 10:37:49.919773-05:00
12329,2271,OPTISCAN_V3,3.1.0,account_number,****4766,0.961,true,"{""field"":""account_number"",""value"":""****4766"",""confidence"":0.961,""engine"":""optiscan_v3"",""page"":6,""bbox"":[275,296,495,690]}",2026-03-24 10:34:16.325953-05:00
12330,2271,OPTISCAN_V3,3.1.0,statement_period_start,2026-02-01,0.9693,,"{""field"":""statement_period_start"",""value"":""2026-02-01"",""confidence"":0.9693,""engine"":""optiscan_v3"",""page"":2,""bbox"":[385,394,190,262]}",2026-03-24 10:39:38.089768-05:00
12331,2271,OPTISCAN_V3,3.1.0,statement_period_end,2026-03-28,0.9999,,"{""field"":""statement_period_end"",""value"":""2026-03-28"",""confidence"":0.9999,""engine"":""optiscan_v3"",""page"":4,""bbox"":[296,258,400,272]}",2026-03-24 10:37:32.177926-05:00
