event_id,application_id,event_type,from_status,to_status,actor_type,actor_id,occurred_at,recorded_at,detail
7255,335,REVIEW_OPENED,,,UNDERWRITER,s.whitfield,2026-02-17 00:55:46.041211-05:00,2026-02-17 00:55:46.416211-05:00,
7256,808,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,a.castellanos,2026-02-17 00:56:39.941305-05:00,2026-02-17 00:56:40.089305-05:00,
7257,646,REVIEW_OPENED,,,UNDERWRITER,l.nakamura,2026-02-17 00:58:06.376875-05:00,2026-02-17 00:58:07.062875-05:00,
7258,727,DECLINED,DECISIONED,DECLINED,SYSTEM,underwriting-service,2026-02-17 00:59:05.810135-05:00,2026-02-17 00:59:05.877135-05:00,
7259,335,REVIEW_CLOSED,,,UNDERWRITER,s.whitfield,2026-02-17 01:03:25.876914-05:00,2026-02-17 01:03:26.251914-05:00,
7260,646,REVIEW_CLOSED,,,UNDERWRITER,l.nakamura,2026-02-17 01:07:22.354890-05:00,2026-02-17 01:07:23.040890-05:00,
7261,335,REVIEW_OPENED,,,UNDERWRITER,s.whitfield,2026-02-17 01:20:17.236880-05:00,2026-02-17 01:20:17.611880-05:00,
7262,146,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,k.abernathy,2026-02-17 01:23:58.904989-05:00,2026-02-17 01:23:59.090989-05:00,
7263,881,SUBMITTED,DRAFT,SUBMITTED,APPLICANT,portal,2026-02-17 01:27:20.442986-05:00,2026-02-17 01:27:20.663986-05:00,
7264,335,REVIEW_CLOSED,,,UNDERWRITER,s.whitfield,2026-02-17 01:32:00.523034-05:00,2026-02-17 01:32:00.898034-05:00,
7265,887,CREATED,,DRAFT,APPLICANT,portal,2026-02-17 01:36:09.670104-05:00,2026-02-17 01:36:09.897104-05:00,
7266,918,CREATED,,DRAFT,APPLICANT,portal,2026-02-17 01:36:15.627472-05:00,2026-02-17 01:36:15.885472-05:00,
7267,908,CREATED,,DRAFT,APPLICANT,portal,2026-02-17 01:39:20.988116-05:00,2026-02-17 01:39:21.236116-05:00,
7268,53,DOCS_RECEIVED,PENDING_INFO,DOCS_RECEIVED,APPLICANT,portal,2026-02-17 01:42:09.534074-05:00,2026-02-17 01:42:09.627074-05:00,
7269,407,PENDING_INFO,IN_REVIEW,PENDING_INFO,UNDERWRITER,d.pham,2026-02-17 01:45:47.498305-05:00,2026-02-17 01:45:47.945305-05:00,Debt schedule incomplete
7270,335,REVIEW_OPENED,,,UNDERWRITER,s.whitfield,2026-02-17 01:50:57.844172-05:00,2026-02-17 01:50:58.219172-05:00,
7271,467,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,renee.blackwell,2026-02-17 01:54:27.582814-05:00,2026-02-17 01:54:28.089814-05:00,
7272,532,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,c.obrien,2026-02-17 01:55:44.709460-05:00,2026-02-17 01:55:45.281460-05:00,
7273,335,REVIEW_CLOSED,,,UNDERWRITER,s.whitfield,2026-02-17 01:57:25.488537-05:00,2026-02-17 01:57:25.863537-05:00,
7274,882,SUBMITTED,DRAFT,SUBMITTED,APPLICANT,portal,2026-02-17 02:02:49.462987-05:00,2026-02-17 02:02:49.684987-05:00,
7275,883,SUBMITTED,DRAFT,SUBMITTED,APPLICANT,portal,2026-02-17 02:04:35.393016-05:00,2026-02-17 02:04:35.616016-05:00,
7276,371,REVIEW_OPENED,,,UNDERWRITER,k.abernathy,2026-02-17 02:10:35.260524-05:00,2026-02-17 02:10:35.671524-05:00,
7277,158,DOCS_RECEIVED,DOCS_REQUESTED,DOCS_RECEIVED,APPLICANT,portal,2026-02-17 02:11:51.742364-05:00,2026-02-17 02:11:51.940364-05:00,
7278,597,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,m.okonkwo,2026-02-17 02:12:54.431512-05:00,2026-02-17 02:12:55.068512-05:00,
7279,597,REVIEW_OPENED,,,UNDERWRITER,m.okonkwo,2026-02-17 02:12:54.431512-05:00,2026-02-17 02:12:55.068512-05:00,
7280,632,REVIEW_OPENED,,,UNDERWRITER,t.rivas,2026-02-17 02:17:02.424615-05:00,2026-02-17 02:17:03.096615-05:00,
7281,947,CREATED,,DRAFT,APPLICANT,portal,2026-02-17 02:18:44.238962-05:00,2026-02-17 02:18:44.525962-05:00,
7282,371,REVIEW_CLOSED,,,UNDERWRITER,k.abernathy,2026-02-17 02:31:11.201011-05:00,2026-02-17 02:31:11.612011-05:00,
7283,335,DECISIONED,IN_REVIEW,DECISIONED,UNDERWRITER,s.whitfield,2026-02-17 02:32:16.827369-05:00,2026-02-17 02:32:17.202369-05:00,
7284,597,REVIEW_CLOSED,,,UNDERWRITER,m.okonkwo,2026-02-17 02:32:51.152835-05:00,2026-02-17 02:32:51.789835-05:00,
7285,779,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,s.whitfield,2026-02-17 02:34:50.092818-05:00,2026-02-17 02:34:50.211818-05:00,
7286,779,REVIEW_OPENED,,,UNDERWRITER,s.whitfield,2026-02-17 02:38:21.193601-05:00,2026-02-17 02:38:21.312601-05:00,
7287,491,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,k.abernathy,2026-02-17 02:41:47.302996-05:00,2026-02-17 02:41:47.833996-05:00,
7288,808,REVIEW_OPENED,,,UNDERWRITER,a.castellanos,2026-02-17 02:41:52.914667-05:00,2026-02-17 02:41:53.062667-05:00,
7289,667,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,l.nakamura,2026-02-17 02:42:42.811382-05:00,2026-02-17 02:42:43.518382-05:00,
7290,55,DOCS_RECEIVED,PENDING_INFO,DOCS_RECEIVED,APPLICANT,portal,2026-02-17 02:44:34.525789-05:00,2026-02-17 02:44:34.620789-05:00,
7291,541,REVIEW_OPENED,,,UNDERWRITER,l.nakamura,2026-02-17 02:46:38.059879-05:00,2026-02-17 02:46:38.640879-05:00,
7292,882,DOCS_REQUESTED,SUBMITTED,DOCS_REQUESTED,SYSTEM,intake-worker,2026-02-17 02:48:08.604016-05:00,2026-02-17 02:48:08.826016-05:00,Standard package for SBA_7A
7293,779,REVIEW_CLOSED,,,UNDERWRITER,s.whitfield,2026-02-17 02:49:33.686444-05:00,2026-02-17 02:49:33.805444-05:00,
7294,884,SUBMITTED,DRAFT,SUBMITTED,APPLICANT,portal,2026-02-17 02:52:28.629382-05:00,2026-02-17 02:52:28.853382-05:00,
7295,597,DECISIONED,IN_REVIEW,DECISIONED,UNDERWRITER,m.okonkwo,2026-02-17 02:57:51.152835-05:00,2026-02-17 02:57:51.789835-05:00,
7296,236,DOCS_RECEIVED,PENDING_INFO,DOCS_RECEIVED,APPLICANT,portal,2026-02-17 02:58:56.334663-05:00,2026-02-17 02:58:56.610663-05:00,
7297,506,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,renee.blackwell,2026-02-17 02:59:12.965567-05:00,2026-02-17 02:59:13.511567-05:00,
7298,597,DECLINED,DECISIONED,DECLINED,SYSTEM,underwriting-service,2026-02-17 03:02:00.346799-05:00,2026-02-17 03:02:00.983799-05:00,
7299,437,DOCS_RECEIVED,DOCS_REQUESTED,DOCS_RECEIVED,APPLICANT,portal,2026-02-17 03:02:37.021482-05:00,2026-02-17 03:02:37.498482-05:00,
7300,881,DOCS_REQUESTED,SUBMITTED,DOCS_REQUESTED,SYSTEM,intake-worker,2026-02-17 03:03:02.744933-05:00,2026-02-17 03:03:02.965933-05:00,Standard package for EQUIPMENT
7301,335,DECLINED,DECISIONED,DECLINED,SYSTEM,underwriting-service,2026-02-17 03:03:34.273932-05:00,2026-02-17 03:03:34.648932-05:00,
7302,541,REVIEW_CLOSED,,,UNDERWRITER,l.nakamura,2026-02-17 03:05:54.821732-05:00,2026-02-17 03:05:55.402732-05:00,
7303,666,DOCS_RECEIVED,PENDING_INFO,DOCS_RECEIVED,APPLICANT,portal,2026-02-17 03:07:24.471351-05:00,2026-02-17 03:07:25.177351-05:00,
7304,646,DECISIONED,IN_REVIEW,DECISIONED,UNDERWRITER,l.nakamura,2026-02-17 03:15:09.132268-05:00,2026-02-17 03:15:09.818268-05:00,
7305,779,DECISIONED,IN_REVIEW,DECISIONED,UNDERWRITER,s.whitfield,2026-02-17 03:18:39.381849-05:00,2026-02-17 03:18:39.500849-05:00,
7306,779,APPROVED,DECISIONED,APPROVED,SYSTEM,underwriting-service,2026-02-17 03:23:24.520245-05:00,2026-02-17 03:23:24.639245-05:00,
7307,599,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,c.obrien,2026-02-17 03:25:19.200889-05:00,2026-02-17 03:25:19.839889-05:00,
7308,879,DOCS_REQUESTED,SUBMITTED,DOCS_REQUESTED,SYSTEM,intake-worker,2026-02-17 03:28:38.511742-05:00,2026-02-17 03:28:38.730742-05:00,Standard package for TERM_LOAN
7309,667,REVIEW_OPENED,,,UNDERWRITER,l.nakamura,2026-02-17 03:29:13.875972-05:00,2026-02-17 03:29:14.582972-05:00,
7310,146,REVIEW_OPENED,,,UNDERWRITER,k.abernathy,2026-02-17 03:29:18.347624-05:00,2026-02-17 03:29:18.533624-05:00,
7311,885,SUBMITTED,DRAFT,SUBMITTED,APPLICANT,portal,2026-02-17 03:30:38.582321-05:00,2026-02-17 03:30:38.807321-05:00,
7312,646,APPROVED,DECISIONED,APPROVED,SYSTEM,underwriting-service,2026-02-17 03:32:25.061644-05:00,2026-02-17 03:32:25.747644-05:00,
7313,532,REVIEW_OPENED,,,UNDERWRITER,c.obrien,2026-02-17 03:33:37.456737-05:00,2026-02-17 03:33:38.028737-05:00,
7314,953,CREATED,,DRAFT,APPLICANT,portal,2026-02-17 03:35:03.487040-05:00,2026-02-17 03:35:03.780040-05:00,
7315,667,REVIEW_CLOSED,,,UNDERWRITER,l.nakamura,2026-02-17 03:41:19.084789-05:00,2026-02-17 03:41:19.791789-05:00,
7316,885,DOCS_REQUESTED,SUBMITTED,DOCS_REQUESTED,SYSTEM,intake-worker,2026-02-17 03:41:53.739813-05:00,2026-02-17 03:41:53.964813-05:00,Standard package for TERM_LOAN
7317,146,REVIEW_CLOSED,,,UNDERWRITER,k.abernathy,2026-02-17 03:42:50.182711-05:00,2026-02-17 03:42:50.368711-05:00,
7318,212,DOCS_RECEIVED,PENDING_INFO,DOCS_RECEIVED,APPLICANT,portal,2026-02-17 03:44:15.211817-05:00,2026-02-17 03:44:15.463817-05:00,
7319,357,DOCS_RECEIVED,PENDING_INFO,DOCS_RECEIVED,APPLICANT,portal,2026-02-17 03:48:34.444696-05:00,2026-02-17 03:48:34.841696-05:00,
7320,938,CREATED,,DRAFT,APPLICANT,portal,2026-02-17 03:50:12.082881-05:00,2026-02-17 03:50:12.360881-05:00,
7321,532,REVIEW_CLOSED,,,UNDERWRITER,c.obrien,2026-02-17 03:50:30.140421-05:00,2026-02-17 03:50:30.712421-05:00,
7322,84,REVIEW_OPENED,,,UNDERWRITER,a.castellanos,2026-02-17 03:51:57.180656-05:00,2026-02-17 03:51:57.304656-05:00,
7323,491,REVIEW_OPENED,,,UNDERWRITER,k.abernathy,2026-02-17 03:53:11.206756-05:00,2026-02-17 03:53:11.737756-05:00,
7324,808,REVIEW_CLOSED,,,UNDERWRITER,a.castellanos,2026-02-17 03:57:35.937141-05:00,2026-02-17 03:57:36.085141-05:00,
7325,619,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,c.obrien,2026-02-17 03:58:48.890962-05:00,2026-02-17 03:58:49.549962-05:00,
7326,422,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,k.abernathy,2026-02-17 03:59:55.336952-05:00,2026-02-17 03:59:55.798952-05:00,
7327,903,CREATED,,DRAFT,APPLICANT,portal,2026-02-17 04:02:26.852819-05:00,2026-02-17 04:02:27.095819-05:00,
7328,491,REVIEW_CLOSED,,,UNDERWRITER,k.abernathy,2026-02-17 04:03:30.178215-05:00,2026-02-17 04:03:30.709215-05:00,
7329,969,CREATED,,DRAFT,APPLICANT,portal,2026-02-17 04:07:44.108408-05:00,2026-02-17 04:07:44.417408-05:00,
7330,962,CREATED,,DRAFT,APPLICANT,portal,2026-02-17 04:11:42.954859-05:00,2026-02-17 04:11:43.256859-05:00,
7331,808,REVIEW_OPENED,,,UNDERWRITER,a.castellanos,2026-02-17 04:12:53.372418-05:00,2026-02-17 04:12:53.520418-05:00,
7332,666,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,j.beaumont,2026-02-17 04:13:23.090333-05:00,2026-02-17 04:13:23.796333-05:00,
7333,666,REVIEW_OPENED,,,UNDERWRITER,j.beaumont,2026-02-17 04:13:28.010929-05:00,2026-02-17 04:13:28.716929-05:00,
7334,562,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,s.whitfield,2026-02-17 04:15:50.682315-05:00,2026-02-17 04:15:51.284315-05:00,
7335,84,REVIEW_CLOSED,,,UNDERWRITER,a.castellanos,2026-02-17 04:17:35.365124-05:00,2026-02-17 04:17:35.489124-05:00,
7336,69,DOCS_RECEIVED,PENDING_INFO,DOCS_RECEIVED,APPLICANT,portal,2026-02-17 04:18:46.380592-05:00,2026-02-17 04:18:46.489592-05:00,
7337,886,SUBMITTED,DRAFT,SUBMITTED,APPLICANT,portal,2026-02-17 04:19:08.406985-05:00,2026-02-17 04:19:08.632985-05:00,
7338,977,CREATED,,DRAFT,APPLICANT,portal,2026-02-17 04:22:32.198220-05:00,2026-02-17 04:22:32.515220-05:00,
7339,666,REVIEW_CLOSED,,,UNDERWRITER,j.beaumont,2026-02-17 04:35:02.081847-05:00,2026-02-17 04:35:02.787847-05:00,
7340,666,REVIEW_OPENED,,,UNDERWRITER,j.beaumont,2026-02-17 04:35:09.974022-05:00,2026-02-17 04:35:10.680022-05:00,
7341,871,DOCS_REQUESTED,SUBMITTED,DOCS_REQUESTED,SYSTEM,intake-worker,2026-02-17 04:36:26.994320-05:00,2026-02-17 04:36:27.205320-05:00,Standard package for TERM_LOAN
7342,357,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,p.deshmukh,2026-02-17 04:36:30.954194-05:00,2026-02-17 04:36:31.351194-05:00,
7343,202,FUNDED,APPROVED,FUNDED,SYSTEM,loancore-sync,2026-02-17 04:38:38.261997-05:00,2026-02-17 04:38:38.503997-05:00,
7344,666,REVIEW_CLOSED,,,UNDERWRITER,j.beaumont,2026-02-17 04:42:39.965789-05:00,2026-02-17 04:42:40.671789-05:00,
7345,632,PENDING_INFO,IN_REVIEW,PENDING_INFO,UNDERWRITER,t.rivas,2026-02-17 04:48:27.090995-05:00,2026-02-17 04:48:27.762995-05:00,Need proof of ownership for second member
7346,705,DOCS_RECEIVED,DOCS_REQUESTED,DOCS_RECEIVED,APPLICANT,portal,2026-02-17 04:57:35.905017-05:00,2026-02-17 04:57:35.950017-05:00,
7347,638,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,j.beaumont,2026-02-17 04:58:36.226010-05:00,2026-02-17 04:58:36.904010-05:00,
7348,491,PENDING_INFO,IN_REVIEW,PENDING_INFO,UNDERWRITER,k.abernathy,2026-02-17 05:02:28.373149-05:00,2026-02-17 05:02:28.904149-05:00,Requested explanation of large deposit
7349,1061,CREATED,,DRAFT,APPLICANT,portal,2026-02-17 05:04:13.445485-05:00,2026-02-17 05:04:13.846485-05:00,
7350,887,SUBMITTED,DRAFT,SUBMITTED,APPLICANT,portal,2026-02-17 05:04:18.080286-05:00,2026-02-17 05:04:18.307286-05:00,
7351,411,DOCS_RECEIVED,PENDING_INFO,DOCS_RECEIVED,APPLICANT,portal,2026-02-17 05:05:13.771051-05:00,2026-02-17 05:05:14.222051-05:00,
7352,378,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,renee.blackwell,2026-02-17 05:05:37.001521-05:00,2026-02-17 05:05:37.419521-05:00,
7353,666,PENDING_INFO,IN_REVIEW,PENDING_INFO,UNDERWRITER,j.beaumont,2026-02-17 05:07:50.610717-05:00,2026-02-17 05:07:51.316717-05:00,"Bank statement unreadable, requested a clean copy"
7354,236,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,c.obrien,2026-02-17 05:08:55.118905-05:00,2026-02-17 05:08:55.394905-05:00,
7355,467,REVIEW_OPENED,,,UNDERWRITER,renee.blackwell,2026-02-17 05:10:51.192295-05:00,2026-02-17 05:10:51.699295-05:00,
7356,236,REVIEW_OPENED,,,UNDERWRITER,c.obrien,2026-02-17 05:11:30.824935-05:00,2026-02-17 05:11:31.100935-05:00,
7357,886,DOCS_REQUESTED,SUBMITTED,DOCS_REQUESTED,SYSTEM,intake-worker,2026-02-17 05:15:25.625385-05:00,2026-02-17 05:15:25.851385-05:00,Standard package for TERM_LOAN
7358,754,FUNDED,APPROVED,FUNDED,SYSTEM,loancore-sync,2026-02-17 05:17:46.449453-05:00,2026-02-17 05:17:46.543453-05:00,
7359,883,DOCS_REQUESTED,SUBMITTED,DOCS_REQUESTED,SYSTEM,intake-worker,2026-02-17 05:18:26.452929-05:00,2026-02-17 05:18:26.675929-05:00,Standard package for SBA_7A
7360,236,REVIEW_CLOSED,,,UNDERWRITER,c.obrien,2026-02-17 05:19:45.930681-05:00,2026-02-17 05:19:46.206681-05:00,
7361,673,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,s.whitfield,2026-02-17 05:19:47.904751-05:00,2026-02-17 05:19:48.617751-05:00,
7362,562,REVIEW_OPENED,,,UNDERWRITER,s.whitfield,2026-02-17 05:20:33.801640-05:00,2026-02-17 05:20:34.403640-05:00,
7363,899,CREATED,,DRAFT,APPLICANT,portal,2026-02-17 05:23:06.778787-05:00,2026-02-17 05:23:07.017787-05:00,
7364,378,REVIEW_OPENED,,,UNDERWRITER,renee.blackwell,2026-02-17 05:25:34.985634-05:00,2026-02-17 05:25:35.403634-05:00,
7365,467,REVIEW_CLOSED,,,UNDERWRITER,renee.blackwell,2026-02-17 05:27:39.229826-05:00,2026-02-17 05:27:39.736826-05:00,
7366,146,PENDING_INFO,IN_REVIEW,PENDING_INFO,UNDERWRITER,k.abernathy,2026-02-17 05:30:30.862011-05:00,2026-02-17 05:30:31.048011-05:00,Need signed 4506-C
7367,937,CREATED,,DRAFT,APPLICANT,portal,2026-02-17 05:31:21.633758-05:00,2026-02-17 05:31:21.910758-05:00,
7368,378,REVIEW_CLOSED,,,UNDERWRITER,renee.blackwell,2026-02-17 05:35:05.984371-05:00,2026-02-17 05:35:06.402371-05:00,
7369,888,SUBMITTED,DRAFT,SUBMITTED,APPLICANT,portal,2026-02-17 05:36:52.957746-05:00,2026-02-17 05:36:53.185746-05:00,
7370,458,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,renee.blackwell,2026-02-17 05:39:21.054926-05:00,2026-02-17 05:39:21.552926-05:00,
7371,562,REVIEW_CLOSED,,,UNDERWRITER,s.whitfield,2026-02-17 05:40:23.012628-05:00,2026-02-17 05:40:23.614628-05:00,
7372,599,REVIEW_OPENED,,,UNDERWRITER,c.obrien,2026-02-17 05:42:03.871404-05:00,2026-02-17 05:42:04.510404-05:00,
7373,68,DOCS_RECEIVED,PENDING_INFO,DOCS_RECEIVED,APPLICANT,portal,2026-02-17 05:42:49.076038-05:00,2026-02-17 05:42:49.184038-05:00,
7374,236,PENDING_INFO,IN_REVIEW,PENDING_INFO,UNDERWRITER,c.obrien,2026-02-17 05:46:12.685901-05:00,2026-02-17 05:46:12.961901-05:00,Missing month 3 bank statement
7375,808,DECISIONED,IN_REVIEW,DECISIONED,UNDERWRITER,a.castellanos,2026-02-17 05:47:38.358904-05:00,2026-02-17 05:47:38.506904-05:00,
7376,532,REVIEW_OPENED,,,UNDERWRITER,c.obrien,2026-02-17 05:51:53.300344-05:00,2026-02-17 05:51:53.872344-05:00,
7377,53,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,t.rivas,2026-02-17 05:52:21.465713-05:00,2026-02-17 05:52:21.558713-05:00,
7378,212,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,k.abernathy,2026-02-17 05:54:09.731151-05:00,2026-02-17 05:54:09.983151-05:00,
7379,638,REVIEW_OPENED,,,UNDERWRITER,j.beaumont,2026-02-17 05:54:28.477092-05:00,2026-02-17 05:54:29.155092-05:00,
7380,701,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,j.beaumont,2026-02-17 05:56:13.847200-05:00,2026-02-17 05:56:13.888200-05:00,
7381,113,DOCS_RECEIVED,PENDING_INFO,DOCS_RECEIVED,APPLICANT,portal,2026-02-17 05:56:32.976265-05:00,2026-02-17 05:56:33.129265-05:00,
7382,808,APPROVED,DECISIONED,APPROVED,SYSTEM,underwriting-service,2026-02-17 05:57:08.141945-05:00,2026-02-17 05:57:08.289945-05:00,
7383,639,DOCS_RECEIVED,PENDING_INFO,DOCS_RECEIVED,APPLICANT,portal,2026-02-17 05:59:46.736650-05:00,2026-02-17 05:59:47.415650-05:00,
7384,599,REVIEW_CLOSED,,,UNDERWRITER,c.obrien,2026-02-17 06:00:43.290147-05:00,2026-02-17 06:00:43.929147-05:00,
7385,667,PENDING_INFO,IN_REVIEW,PENDING_INFO,UNDERWRITER,l.nakamura,2026-02-17 06:01:20.222602-05:00,2026-02-17 06:01:20.929602-05:00,"Bank statement unreadable, requested a clean copy"
7386,888,DOCS_REQUESTED,SUBMITTED,DOCS_REQUESTED,SYSTEM,intake-worker,2026-02-17 06:05:45.369775-05:00,2026-02-17 06:05:45.597775-05:00,Standard package for TERM_LOAN
7387,357,REVIEW_OPENED,,,UNDERWRITER,p.deshmukh,2026-02-17 06:07:05.769046-05:00,2026-02-17 06:07:06.166046-05:00,
7388,1010,CREATED,,DRAFT,APPLICANT,portal,2026-02-17 06:07:40.256592-05:00,2026-02-17 06:07:40.606592-05:00,
7389,357,REVIEW_CLOSED,,,UNDERWRITER,p.deshmukh,2026-02-17 06:10:19.990197-05:00,2026-02-17 06:10:20.387197-05:00,
7390,638,REVIEW_CLOSED,,,UNDERWRITER,j.beaumont,2026-02-17 06:10:30.389516-05:00,2026-02-17 06:10:31.067516-05:00,
7391,619,REVIEW_OPENED,,,UNDERWRITER,c.obrien,2026-02-17 06:20:36.283408-05:00,2026-02-17 06:20:36.942408-05:00,
7392,68,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,j.beaumont,2026-02-17 06:22:18.602203-05:00,2026-02-17 06:22:18.710203-05:00,
7393,442,FUNDED,APPROVED,FUNDED,SYSTEM,loancore-sync,2026-02-17 06:25:20.391900-05:00,2026-02-17 06:25:20.873900-05:00,
7394,889,SUBMITTED,DRAFT,SUBMITTED,APPLICANT,portal,2026-02-17 06:25:31.875109-05:00,2026-02-17 06:25:32.104109-05:00,
7395,562,REVIEW_OPENED,,,UNDERWRITER,s.whitfield,2026-02-17 06:25:54.745781-05:00,2026-02-17 06:25:55.347781-05:00,
7396,378,PENDING_INFO,IN_REVIEW,PENDING_INFO,UNDERWRITER,renee.blackwell,2026-02-17 06:26:57.988392-05:00,2026-02-17 06:26:58.406392-05:00,Need proof of ownership for second member
7397,889,DOCS_REQUESTED,SUBMITTED,DOCS_REQUESTED,SYSTEM,intake-worker,2026-02-17 06:35:07.264945-05:00,2026-02-17 06:35:07.493945-05:00,Standard package for TERM_LOAN
7398,562,REVIEW_CLOSED,,,UNDERWRITER,s.whitfield,2026-02-17 06:42:08.916663-05:00,2026-02-17 06:42:09.518663-05:00,
7399,212,REVIEW_OPENED,,,UNDERWRITER,k.abernathy,2026-02-17 06:42:19.769761-05:00,2026-02-17 06:42:20.021761-05:00,
7400,357,DECISIONED,IN_REVIEW,DECISIONED,UNDERWRITER,p.deshmukh,2026-02-17 06:46:55.058519-05:00,2026-02-17 06:46:55.455519-05:00,
7401,158,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,d.pham,2026-02-17 06:46:57.994420-05:00,2026-02-17 06:46:58.192420-05:00,
7402,890,SUBMITTED,DRAFT,SUBMITTED,APPLICANT,portal,2026-02-17 06:47:06.714075-05:00,2026-02-17 06:47:06.944075-05:00,
7403,915,CREATED,,DRAFT,APPLICANT,portal,2026-02-17 06:47:17.192920-05:00,2026-02-17 06:47:17.447920-05:00,
7404,701,REVIEW_OPENED,,,UNDERWRITER,j.beaumont,2026-02-17 06:49:01.504993-05:00,2026-02-17 06:49:01.545993-05:00,
7405,693,DOCS_RECEIVED,DOCS_REQUESTED,DOCS_RECEIVED,APPLICANT,portal,2026-02-17 06:49:05.728411-05:00,2026-02-17 06:49:06.461411-05:00,
7406,638,PENDING_INFO,IN_REVIEW,PENDING_INFO,UNDERWRITER,j.beaumont,2026-02-17 06:49:50.167647-05:00,2026-02-17 06:49:50.845647-05:00,Need proof of ownership for second member
7407,673,REVIEW_OPENED,,,UNDERWRITER,s.whitfield,2026-02-17 06:53:33.046067-05:00,2026-02-17 06:53:33.759067-05:00,
7408,1050,CREATED,,DRAFT,APPLICANT,portal,2026-02-17 06:57:24.852766-05:00,2026-02-17 06:57:25.242766-05:00,
7409,619,REVIEW_CLOSED,,,UNDERWRITER,c.obrien,2026-02-17 06:58:16.485804-05:00,2026-02-17 06:58:17.144804-05:00,
7410,1017,CREATED,,DRAFT,APPLICANT,portal,2026-02-17 06:58:59.286823-05:00,2026-02-17 06:58:59.643823-05:00,
7411,673,REVIEW_CLOSED,,,UNDERWRITER,s.whitfield,2026-02-17 07:01:03.326290-05:00,2026-02-17 07:01:04.039290-05:00,
7412,212,REVIEW_CLOSED,,,UNDERWRITER,k.abernathy,2026-02-17 07:01:50.311343-05:00,2026-02-17 07:01:50.563343-05:00,
7413,541,WITHDRAWN,IN_REVIEW,WITHDRAWN,APPLICANT,portal,2026-02-17 07:04:02.395010-05:00,2026-02-17 07:04:02.976010-05:00,Applicant withdrew
7414,701,REVIEW_CLOSED,,,UNDERWRITER,j.beaumont,2026-02-17 07:09:57.864222-05:00,2026-02-17 07:09:57.905222-05:00,
7415,890,DOCS_REQUESTED,SUBMITTED,DOCS_REQUESTED,SYSTEM,intake-worker,2026-02-17 07:11:10.598869-05:00,2026-02-17 07:11:10.828869-05:00,Standard package for TERM_LOAN
7416,357,APPROVED,DECISIONED,APPROVED,SYSTEM,underwriting-service,2026-02-17 07:17:09.881094-05:00,2026-02-17 07:17:10.278094-05:00,
7417,165,FUNDED,APPROVED,FUNDED,SYSTEM,loancore-sync,2026-02-17 07:24:06.771577-05:00,2026-02-17 07:24:06.976577-05:00,
7418,599,PENDING_INFO,IN_REVIEW,PENDING_INFO,UNDERWRITER,c.obrien,2026-02-17 07:27:31.233492-05:00,2026-02-17 07:27:31.872492-05:00,Statement is for the wrong account
7419,913,CREATED,,DRAFT,APPLICANT,portal,2026-02-17 07:27:34.947405-05:00,2026-02-17 07:27:35.200405-05:00,
7420,891,SUBMITTED,DRAFT,SUBMITTED,APPLICANT,portal,2026-02-17 07:28:23.138579-05:00,2026-02-17 07:28:23.369579-05:00,
7421,68,REVIEW_OPENED,,,UNDERWRITER,j.beaumont,2026-02-17 07:29:53.019659-05:00,2026-02-17 07:29:53.127659-05:00,
7422,639,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,l.nakamura,2026-02-17 07:30:32.922999-05:00,2026-02-17 07:30:33.601999-05:00,
7423,892,SUBMITTED,DRAFT,SUBMITTED,APPLICANT,portal,2026-02-17 07:31:20.170908-05:00,2026-02-17 07:31:20.402908-05:00,
