transaction_id,application_id,document_id,account_last4,posted_date,description,amount,running_balance,category,category_source,created_at
24397,485,1635,2674,2026-01-08,STRIPE PAYOUT,10971.05,71387.00,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-16 05:55:59.956478-05:00
24398,485,1635,2674,2026-01-09,COMMERCIAL RENT ACH   ,-50341.46,21045.54,RENT,OPTISCAN_RULES,2026-02-16 06:00:35.771013-05:00
24399,485,1635,2674,2026-01-11,HOME DEPOT PRO ****8864,-64068.67,-43023.13,SUPPLIER,OPTISCAN_RULES,2026-02-16 06:02:04.102421-05:00
24400,485,1635,2674,2026-01-12,ATM WITHDRAWAL 84577102,-35833.06,-78856.19,,,2026-02-16 06:02:52.271345-05:00
24401,485,1635,2674,2026-01-13,ATM WITHDRAWAL,-56619.67,-135475.86,,,2026-02-16 06:08:24.216702-05:00
24402,485,1635,2674,2026-01-15,HOME DEPOT PRO,-59158.47,-194634.33,SUPPLIER,OPTISCAN_RULES,2026-02-16 06:01:14.181216-05:00
24403,485,1635,2674,2026-01-16,DUKE ENERGY BILLPAY,-16384.43,-211018.76,UTILITIES,OPTISCAN_RULES,2026-02-16 06:01:29.159484-05:00
24404,485,1635,2674,2026-01-17,SYSCO FOOD SERVICE   ,-58410.58,-269429.34,,,2026-02-16 06:03:06.810209-05:00
24405,485,1635,2674,2026-01-18,SBA LOAN PAYMENT,-12601.78,-282031.12,DEBT_SERVICE,AI_SERVICE,2026-02-16 05:56:16.675874-05:00
24406,486,1638,0515,2026-01-19,US FOODS ACH DEBIT 73596598,-42825.68,113866.63,,,2026-03-02 03:12:31.507141-05:00
24407,486,1638,0515,2026-01-20,ADP PAYROLL FEES,-46960.56,66906.07,,,2026-03-02 03:24:19.119253-05:00
24408,486,1638,0515,2026-01-21,OVERDRAFT ITEM FEE ****9773,-15.00,66891.07,FEE,AI_SERVICE,2026-03-02 03:28:43.255461-05:00
24409,486,1638,0515,2026-01-22,MERCHANT BANKCD DEP 01748733,61987.65,128878.72,CARD_SETTLEMENT,OPTISCAN_RULES,2026-03-02 03:21:22.334496-05:00
24410,486,1638,0515,2026-01-23,GUSTO PAYROLL 32270790,-23905.83,104972.89,PAYROLL,OPTISCAN_RULES,2026-03-02 03:25:51.456375-05:00
24411,486,1638,0515,2026-01-24,NSF FEE,-36.00,104936.89,FEE,OPTISCAN_RULES,2026-03-02 03:25:12.237433-05:00
24412,486,1638,0515,2026-01-25,SYSCO FOOD SERVICE 68905959,-17526.09,87410.80,SUPPLIER,MANUAL,2026-03-02 03:14:34.821746-05:00
24413,486,1638,0515,2026-01-26,US FOODS ACH DEBIT 13858137,-12154.84,75255.96,SUPPLIER,OPTISCAN_RULES,2026-03-02 03:20:38.638053-05:00
24414,486,1638,0515,2026-01-27,CARD PAYMENT THANK YOU,-7788.27,67467.69,,,2026-03-02 03:23:32.133541-05:00
24415,486,1638,0515,2026-01-28,US FOODS ACH DEBIT 16664192,-30938.00,36529.69,SUPPLIER,OPTISCAN_RULES,2026-03-02 03:25:15.338433-05:00
24416,486,1638,0515,2026-01-29,GUSTO PAYROLL,-15944.26,20585.43,PAYROLL,OPTISCAN_RULES,2026-03-02 03:10:37.157077-05:00
24417,486,1638,0515,2026-01-30,ADP PAYROLL FEES,-14405.12,6180.31,,,2026-03-02 03:28:25.440554-05:00
24418,486,1638,0515,2026-01-31,CARD PAYMENT THANK YOU,-4793.09,1387.22,,,2026-03-02 03:24:55.409174-05:00
24419,486,1638,0515,2026-02-01,SYSCO FOOD SERVICE 82716449,-47244.30,-45857.08,SUPPLIER,OPTISCAN_RULES,2026-03-02 03:17:45.799205-05:00
24420,486,1638,0515,2026-02-02,US FOODS ACH DEBIT,-1862.42,-47719.50,,,2026-03-02 03:24:16.178173-05:00
24421,486,1638,0515,2026-02-03,COMMERCIAL RENT ACH,-13005.83,-60725.33,RENT,MANUAL,2026-03-02 03:21:25.267715-05:00
24422,486,1638,0515,2026-02-04,SQUARE INC          DEPOSIT,66031.41,5306.08,CARD_SETTLEMENT,MANUAL,2026-03-02 03:21:53.173498-05:00
24423,486,1638,0515,2026-02-05,SQUARE INC          DEPOSIT,60214.88,65520.96,CARD_SETTLEMENT,OPTISCAN_RULES,2026-03-02 03:19:20.727877-05:00
24424,486,1638,0515,2026-02-06,STRIPE PAYOUT,39476.30,104997.26,CARD_SETTLEMENT,AI_SERVICE,2026-03-02 03:18:57.374102-05:00
24425,486,1638,0515,2026-02-07,CARD PAYMENT THANK YOU,-12344.80,92652.46,OTHER,OPTISCAN_RULES,2026-03-02 03:18:15.075688-05:00
24426,486,1638,0515,2026-02-08,SYSCO FOOD SERVICE,-29552.69,63099.77,SUPPLIER,OPTISCAN_RULES,2026-03-02 03:27:32.216309-05:00
24427,486,1638,0515,2026-02-09,SQUARE INC          DEPOSIT 93134241,7044.42,70144.19,CARD_SETTLEMENT,OPTISCAN_RULES,2026-03-02 03:18:50.066553-05:00
24428,486,1638,0515,2026-02-10,AMEX SETTLEMENT,80960.50,151104.69,CARD_SETTLEMENT,OPTISCAN_RULES,2026-03-02 03:19:29.755998-05:00
24429,486,1638,0515,2026-02-11,sysco food service,-5262.51,145842.18,SUPPLIER,OPTISCAN_RULES,2026-03-02 03:17:40.288607-05:00
24430,486,1638,0515,2026-02-12,STRIPE PAYOUT,44256.96,190099.14,,,2026-03-02 03:25:48.407022-05:00
24431,486,1638,0515,2026-02-14,COMMERCIAL RENT ACH,-36387.15,153711.99,RENT,OPTISCAN_RULES,2026-03-02 03:22:35.937001-05:00
24432,486,1638,0515,2026-02-15,DUKE ENERGY BILLPAY 59882424,-2569.54,151142.45,UTILITIES,OPTISCAN_RULES,2026-03-02 03:20:11.448216-05:00
24433,486,1638,0515,2026-02-16,SHOPIFY PAYMENTS PAYOUT,41211.92,192354.37,CARD_SETTLEMENT,OPTISCAN_RULES,2026-03-02 03:12:47.124747-05:00
24434,486,1638,0515,2026-02-17,ADP PAYROLL FEES 91854392,-10802.17,181552.20,,,2026-03-02 03:27:58.875413-05:00
24435,486,1639,5570,2026-01-25,VENDOR CHECK 1042   ,-14976.42,59060.80,SUPPLIER,MANUAL,2026-03-03 03:16:55.000750-05:00
24436,486,1639,5570,2026-01-26,CARD PAYMENT THANK YOU 85138069,-47024.70,12036.10,OTHER,OPTISCAN_RULES,2026-03-03 03:11:10.718089-05:00
24437,486,1639,5570,2026-01-27,INSURANCE PREMIUM ACH,-18189.40,-6153.30,,,2026-03-03 03:00:43.439516-05:00
24438,486,1639,5570,2026-01-28,remote deposit capture,79647.14,73493.84,CHECK_DEPOSIT,OPTISCAN_RULES,2026-03-03 03:04:45.897378-05:00
24439,486,1639,5570,2026-01-29,STATE TAX PAYMENT,-11262.89,62230.95,TAX,MANUAL,2026-03-03 03:08:18.986423-05:00
24440,486,1639,5570,2026-01-30,AMEX SETTLEMENT,31361.70,93592.65,CARD_SETTLEMENT,MANUAL,2026-03-03 03:00:42.134920-05:00
24441,486,1639,5570,2026-01-31,SQUARE INC          DEPOSIT,14937.50,108530.15,CARD_SETTLEMENT,OPTISCAN_RULES,2026-03-03 03:16:25.712427-05:00
24442,486,1639,5570,2026-02-02,GUSTO PAYROLL ****5113,-40046.97,68483.18,,,2026-03-03 03:11:14.640920-05:00
24443,486,1639,5570,2026-02-03,ACH CREDIT CUSTOMER PMT,67528.20,136011.38,,,2026-03-03 03:16:39.234639-05:00
24444,486,1639,5570,2026-02-05,STRIPE PAYOUT 24475708,36242.10,172253.48,CARD_SETTLEMENT,OPTISCAN_RULES,2026-03-03 03:09:42.049612-05:00
24445,486,1639,5570,2026-02-06,INTERNAL XFER FROM MMKT,50754.92,223008.40,INTERNAL_TRANSFER,MANUAL,2026-03-03 03:05:07.245364-05:00
24446,486,1639,5570,2026-02-07,CARD PAYMENT THANK YOU 64304718,-26996.05,196012.35,,,2026-03-03 03:05:50.559279-05:00
24447,486,1639,5570,2026-02-08,AMEX SETTLEMENT,50779.90,246792.25,CARD_SETTLEMENT,OPTISCAN_RULES,2026-03-03 03:15:37.920083-05:00
24448,486,1639,5570,2026-02-09,US FOODS ACH DEBIT,-3134.09,243658.16,SUPPLIER,OPTISCAN_RULES,2026-03-03 03:03:37.529286-05:00
24449,486,1639,5570,2026-02-10,US FOODS ACH DEBIT,-13202.06,230456.10,,,2026-03-03 03:10:23.273134-05:00
24450,486,1639,5570,2026-02-11,CARD PAYMENT THANK YOU ****6328,-15232.71,215223.39,OTHER,MANUAL,2026-03-03 03:03:43.692979-05:00
24451,486,1639,5570,2026-02-12,GUSTO PAYROLL,-11344.80,203878.59,PAYROLL,OPTISCAN_RULES,2026-03-03 03:14:55.334715-05:00
24452,486,1639,5570,2026-02-13,DUKE ENERGY BILLPAY,-17636.44,186242.15,,,2026-03-03 03:15:00.023471-05:00
24453,486,1639,5570,2026-02-14,REMOTE DEPOSIT CAPTURE,47315.37,233557.52,,,2026-03-03 03:18:22.190440-05:00
24454,486,1639,5570,2026-02-15,GUSTO PAYROLL 55620918,-23847.78,209709.74,PAYROLL,OPTISCAN_RULES,2026-03-03 03:03:36.992061-05:00
24455,486,1639,5570,2026-02-17,DUKE ENERGY BILLPAY 32091309,-40736.05,168973.69,UTILITIES,OPTISCAN_RULES,2026-03-03 03:01:41.698281-05:00
24456,486,1639,5570,2026-02-18,GUSTO PAYROLL,-14673.72,154299.97,PAYROLL,OPTISCAN_RULES,2026-03-03 03:03:04.947706-05:00
24457,486,1639,5570,2026-02-19,ADP PAYROLL FEES,-40183.48,114116.49,PAYROLL,MANUAL,2026-03-03 03:04:02.486201-05:00
24458,486,1639,5570,2026-02-20,ACH CREDIT CUSTOMER PMT,9641.63,123758.12,ACH_CREDIT,OPTISCAN_RULES,2026-03-03 03:19:14.935071-05:00
24459,486,1639,5570,2026-02-21,HOME DEPOT PRO,-18959.30,104798.82,,,2026-03-03 03:17:07.407753-05:00
24460,486,1639,5570,2026-02-23,STRIPE PAYOUT,78615.35,183414.17,CARD_SETTLEMENT,OPTISCAN_RULES,2026-03-03 03:08:29.440626-05:00
24461,487,1642,7223,2026-01-14,SYSCO FOOD SERVICE,-80503.36,29739.70,SUPPLIER,OPTISCAN_RULES,2026-03-05 07:39:50.612893-05:00
24462,487,1642,7223,2026-01-15,STRIPE PAYOUT 37624054,82107.32,111847.02,CARD_SETTLEMENT,OPTISCAN_RULES,2026-03-05 07:39:55.604134-05:00
24463,487,1642,7223,2026-01-18,SBA LOAN PAYMENT 88402847,-44840.17,67006.85,DEBT_SERVICE,MANUAL,2026-03-05 07:48:58.412967-05:00
24464,487,1642,7223,2026-01-20,VENDOR CHECK 1042 45657543,-26587.61,40419.24,SUPPLIER,MANUAL,2026-03-05 07:34:14.442903-05:00
24465,487,1642,7223,2026-01-21,SHOPIFY PAYMENTS PAYOUT,115091.41,155510.65,CARD_SETTLEMENT,OPTISCAN_RULES,2026-03-05 07:46:03.373086-05:00
24466,487,1642,7223,2026-01-22,MERCHANT BANKCD DEP   ,107550.49,263061.14,CARD_SETTLEMENT,OPTISCAN_RULES,2026-03-05 07:47:08.577999-05:00
24467,487,1642,7223,2026-01-23,ADP PAYROLL FEES 70538188,-44197.73,218863.41,PAYROLL,OPTISCAN_RULES,2026-03-05 07:43:58.311895-05:00
24468,487,1642,7223,2026-01-24,CARD PAYMENT THANK YOU ****2793,-68510.35,150353.06,,,2026-03-05 07:45:06.981072-05:00
24469,487,1642,7223,2026-01-25,DUKE ENERGY BILLPAY,-24343.35,126009.71,UTILITIES,OPTISCAN_RULES,2026-03-05 07:47:00.730947-05:00
24470,487,1642,7223,2026-01-26,CARD PAYMENT THANK YOU 62901310,-66287.51,59722.20,,,2026-03-05 07:39:08.680249-05:00
24471,487,1642,7223,2026-01-27,SBA LOAN PAYMENT 65635041,-61977.13,-2254.93,DEBT_SERVICE,OPTISCAN_RULES,2026-03-05 07:47:54.557325-05:00
24472,487,1642,7223,2026-01-28,OVERDRAFT ITEM FEE,-36.00,-2290.93,FEE,OPTISCAN_RULES,2026-03-05 07:32:29.208256-05:00
24473,487,1642,7223,2026-01-29,SYSCO FOOD SERVICE,-72848.33,-75139.26,SUPPLIER,OPTISCAN_RULES,2026-03-05 07:36:07.416010-05:00
24474,487,1642,7223,2026-01-30,MERCHANT BANKCD DEP,22671.12,-52468.14,CARD_SETTLEMENT,MANUAL,2026-03-05 07:38:06.542733-05:00
24475,487,1642,7223,2026-01-31,STATE TAX PAYMENT,-74444.96,-126913.10,TAX,OPTISCAN_RULES,2026-03-05 07:40:43.696007-05:00
24476,487,1642,7223,2026-02-01,STATE TAX PAYMENT,-7547.46,-134460.56,,,2026-03-05 07:35:20.090696-05:00
24477,487,1642,7223,2026-02-02,SBA LOAN PAYMENT 44848603,-83309.37,-217769.93,DEBT_SERVICE,MANUAL,2026-03-05 07:32:24.938473-05:00
24478,487,1642,7223,2026-02-03,INSURANCE PREMIUM ACH 32308920,-11161.93,-228931.86,INSURANCE,MANUAL,2026-03-05 07:38:26.814150-05:00
24479,487,1642,7223,2026-02-04,GUSTO PAYROLL 27787310,-42176.93,-271108.79,,,2026-03-05 07:33:57.979268-05:00
24480,487,1642,7223,2026-02-05,SYSCO FOOD SERVICE,-63533.68,-334642.47,SUPPLIER,AI_SERVICE,2026-03-05 07:49:08.489790-05:00
24481,487,1642,7223,2026-02-06,HOME DEPOT PRO,-8292.18,-342934.65,,,2026-03-05 07:49:04.579471-05:00
24482,487,1642,7223,2026-02-07,GUSTO PAYROLL ****6478,-67823.17,-410757.82,PAYROLL,OPTISCAN_RULES,2026-03-05 07:48:42.861512-05:00
24483,487,1642,7223,2026-02-08,CARD PAYMENT THANK YOU 47231610,-42123.60,-452881.42,,,2026-03-05 07:38:51.140522-05:00
24484,487,1642,7223,2026-02-09,SYSCO FOOD SERVICE ****9436,-41966.80,-494848.22,SUPPLIER,AI_SERVICE,2026-03-05 07:43:08.729956-05:00
24485,487,1642,7223,2026-02-10,stripe payout,44085.08,-450763.14,CARD_SETTLEMENT,OPTISCAN_RULES,2026-03-05 07:36:39.694519-05:00
24486,487,1642,7223,2026-02-11,VENDOR CHECK 1042,-1179.52,-451942.66,,,2026-03-05 07:33:14.111219-05:00
24487,487,1642,7223,2026-02-12,DUKE ENERGY BILLPAY,-44434.45,-496377.11,,,2026-03-05 07:38:45.873284-05:00
24488,487,1642,7223,2025-12-15,OVERDRAFT ITEM FEE,-15.00,-496392.11,FEE,OPTISCAN_RULES,2026-03-05 07:40:05.986381-05:00
24489,487,1642,7223,2025-12-20,DUKE ENERGY BILLPAY,-48516.64,-544908.75,UTILITIES,OPTISCAN_RULES,2026-03-05 07:37:51.509885-05:00
24490,487,1642,7223,2025-12-22,ACH CREDIT CUSTOMER PMT   ,123868.06,-421040.69,ACH_CREDIT,OPTISCAN_RULES,2026-03-05 07:45:57.145735-05:00
24491,487,1642,7223,2025-12-26,CARD PAYMENT THANK YOU,-74723.29,-495763.98,,,2026-03-05 07:46:47.779603-05:00
24492,487,1642,7223,2025-12-27,TOAST POS SETTLEMENT ****2790,14340.01,-481423.97,,,2026-03-05 07:37:44.854440-05:00
24493,487,1642,7223,2025-12-28,CARD PAYMENT THANK YOU,-64215.72,-545639.69,,,2026-03-05 07:41:11.561669-05:00
24494,487,1642,7223,2025-12-29,STRIPE PAYOUT 00918084,48969.49,-496670.20,,,2026-03-05 07:41:45.042115-05:00
24495,487,1642,7223,2026-01-01,STRIPE PAYOUT   ,41583.08,-455087.12,CARD_SETTLEMENT,OPTISCAN_RULES,2026-03-05 07:48:35.008829-05:00
24496,487,1642,7223,2026-01-02,SYSCO FOOD SERVICE,-61806.07,-516893.19,SUPPLIER,MANUAL,2026-03-05 07:42:46.157592-05:00
24497,487,1642,7223,2026-01-03,vendor check 1042,-38940.35,-555833.54,SUPPLIER,MANUAL,2026-03-05 07:34:49.915735-05:00
24498,487,1642,7223,2026-01-04,COMMERCIAL RENT ACH 31020591,-43175.46,-599009.00,,,2026-03-05 07:49:40.621465-05:00
24499,487,1642,7223,2026-01-06,ACH CREDIT CUSTOMER PMT ****0524,142319.95,-456689.05,ACH_CREDIT,OPTISCAN_RULES,2026-03-05 07:44:42.066343-05:00
24500,487,1642,7223,2026-01-07,OVERDRAFT ITEM FEE,-15.00,-456704.05,,,2026-03-05 07:41:21.169916-05:00
24501,487,1642,7223,2026-01-08,CARD PAYMENT THANK YOU,-31983.16,-488687.21,OTHER,OPTISCAN_RULES,2026-03-05 07:35:09.615627-05:00
24502,487,1642,7223,2026-01-13,COMMERCIAL RENT ACH,-86316.98,-575004.19,RENT,OPTISCAN_RULES,2026-03-05 07:38:53.638883-05:00
24503,487,1642,7223,2025-11-18,GUSTO PAYROLL,-8924.85,-583929.04,PAYROLL,OPTISCAN_RULES,2026-03-05 07:42:11.549074-05:00
24504,487,1642,7223,2025-11-19,STRIPE PAYOUT   ,14411.94,-569517.10,CARD_SETTLEMENT,OPTISCAN_RULES,2026-03-05 07:47:58.387074-05:00
24505,487,1642,7223,2025-11-20,TOAST POS SETTLEMENT,124252.69,-445264.41,CARD_SETTLEMENT,OPTISCAN_RULES,2026-03-05 07:44:41.786003-05:00
24506,487,1642,7223,2025-11-21,GUSTO PAYROLL,-59874.29,-505138.70,PAYROLL,OPTISCAN_RULES,2026-03-05 07:35:17.203089-05:00
24507,487,1642,7223,2025-11-23,GUSTO PAYROLL,-58385.72,-563524.42,,,2026-03-05 07:48:42.548712-05:00
24508,487,1642,7223,2025-11-24,VENDOR CHECK 1042,-13842.88,-577367.30,,,2026-03-05 07:47:56.488799-05:00
24509,487,1642,7223,2025-11-26,STATE TAX PAYMENT 38389885,-75880.64,-653247.94,TAX,OPTISCAN_RULES,2026-03-05 07:46:31.332342-05:00
24510,487,1642,7223,2025-11-27,REMOTE DEPOSIT CAPTURE ****2311,114030.80,-539217.14,,,2026-03-05 07:37:56.927510-05:00
24511,487,1642,7223,2025-11-30,OVERDRAFT ITEM FEE ****9649,-35.00,-539252.14,FEE,AI_SERVICE,2026-03-05 07:39:15.489500-05:00
24512,487,1642,7223,2025-12-01,SYSCO FOOD SERVICE,-60907.53,-600159.67,,,2026-03-05 07:38:54.148453-05:00
24513,487,1642,7223,2025-12-04,commercial rent ach,-52104.95,-652264.62,RENT,OPTISCAN_RULES,2026-03-05 07:38:02.023132-05:00
24514,487,1642,7223,2025-12-05,CARD PAYMENT THANK YOU ****9958,-84430.23,-736694.85,OTHER,MANUAL,2026-03-05 07:44:47.028619-05:00
24515,487,1642,7223,2025-12-06,HOME DEPOT PRO,-8633.02,-745327.87,SUPPLIER,OPTISCAN_RULES,2026-03-05 07:47:54.668738-05:00
24516,487,1642,7223,2025-12-08,HOME DEPOT PRO,-65551.08,-810878.95,SUPPLIER,MANUAL,2026-03-05 07:44:51.456265-05:00
24517,487,1642,7223,2025-12-10,SYSCO FOOD SERVICE,-36433.96,-847312.91,SUPPLIER,OPTISCAN_RULES,2026-03-05 07:43:20.072323-05:00
24518,487,1642,7223,2025-12-12,STRIPE PAYOUT,105046.33,-742266.58,CARD_SETTLEMENT,OPTISCAN_RULES,2026-03-05 07:49:10.662235-05:00
24519,487,1642,7223,2025-12-14,state tax payment,-83091.39,-825357.97,,,2026-03-05 07:36:49.647974-05:00
24520,487,1644,8196,2026-01-07,GUSTO PAYROLL 09861476,-24636.60,130652.70,PAYROLL,OPTISCAN_RULES,2026-03-05 04:07:25.938765-05:00
24521,487,1644,8196,2026-01-08,ACH CREDIT CUSTOMER PMT,55378.66,186031.36,,,2026-03-05 04:03:24.612612-05:00
24522,487,1644,8196,2026-01-09,CARD PAYMENT THANK YOU 21525454,-49799.24,136232.12,,,2026-03-05 04:01:31.385507-05:00
24523,487,1644,8196,2026-01-10,SYSCO FOOD SERVICE ****3481,-73529.10,62703.02,SUPPLIER,OPTISCAN_RULES,2026-03-05 03:50:25.187297-05:00
24524,487,1644,8196,2026-01-11,STRIPE PAYOUT ****0761,150396.77,213099.79,CARD_SETTLEMENT,AI_SERVICE,2026-03-05 03:58:22.107920-05:00
24525,487,1644,8196,2026-01-12,OVERDRAFT ITEM FEE,-35.00,213064.79,FEE,MANUAL,2026-03-05 03:56:31.268243-05:00
24526,487,1644,8196,2026-01-13,GUSTO PAYROLL,-17583.31,195481.48,,,2026-03-05 04:07:20.012098-05:00
24527,487,1644,8196,2026-01-14,HOME DEPOT PRO 77325892,-37412.91,158068.57,SUPPLIER,OPTISCAN_RULES,2026-03-05 03:57:48.544525-05:00
24528,487,1644,8196,2026-01-15,HOME DEPOT PRO,-34580.93,123487.64,SUPPLIER,OPTISCAN_RULES,2026-03-05 03:50:23.940324-05:00
24529,487,1644,8196,2026-01-16,HOME DEPOT PRO   ,-52090.19,71397.45,,,2026-03-05 04:02:41.707363-05:00
24530,487,1644,8196,2026-01-17,STRIPE PAYOUT,83509.30,154906.75,,,2026-03-05 04:02:46.706317-05:00
24531,487,1644,8196,2026-01-18,GUSTO PAYROLL 90953288,-57997.07,96909.68,PAYROLL,OPTISCAN_RULES,2026-03-05 04:07:57.515214-05:00
24532,487,1644,8196,2026-01-19,GUSTO PAYROLL,-43496.20,53413.48,PAYROLL,OPTISCAN_RULES,2026-03-05 04:08:09.691475-05:00
24533,487,1644,8196,2026-01-20,HOME DEPOT PRO 94699337,-47328.17,6085.31,SUPPLIER,MANUAL,2026-03-05 03:51:40.274698-05:00
24534,487,1644,8196,2026-01-21,FASTCAPITAL LOAN,112500.00,118585.31,,,2026-03-05 03:56:24.567263-05:00
24535,487,1644,8196,2026-01-22,shopify payments payout,132405.24,250990.55,,,2026-03-05 04:08:39.332207-05:00
24536,487,1644,8196,2026-01-23,DUKE ENERGY BILLPAY,-39092.64,211897.91,UTILITIES,AI_SERVICE,2026-03-05 03:58:34.571952-05:00
24537,487,1644,8196,2026-01-24,insurance premium ach,-55371.49,156526.42,INSURANCE,OPTISCAN_RULES,2026-03-05 03:59:52.993740-05:00
24538,487,1644,8196,2026-01-25,ADP PAYROLL FEES 98471096,-50056.08,106470.34,,,2026-03-05 03:56:32.795315-05:00
24539,487,1644,8196,2026-01-26,atm withdrawal,-33479.96,72990.38,,,2026-03-05 03:58:53.138185-05:00
24540,487,1644,8196,2026-01-27,GUSTO PAYROLL ****4520,-74625.68,-1635.30,PAYROLL,OPTISCAN_RULES,2026-03-05 03:59:01.639464-05:00
24541,487,1644,8196,2026-01-28,AMEX SETTLEMENT,136840.07,135204.77,CARD_SETTLEMENT,AI_SERVICE,2026-03-05 03:59:44.446896-05:00
24542,487,1644,8196,2026-01-29,COMMERCIAL RENT ACH,-13938.41,121266.36,,,2026-03-05 03:59:03.440061-05:00
24543,487,1644,8196,2026-01-30,COMMERCIAL RENT ACH,-86179.89,35086.47,,,2026-03-05 04:05:17.678918-05:00
24544,487,1644,8196,2026-01-31,STRIPE PAYOUT 78691674,141625.55,176712.02,,,2026-03-05 03:57:51.925059-05:00
24545,487,1644,8196,2026-02-01,GUSTO PAYROLL 49046500,-64648.68,112063.34,PAYROLL,OPTISCAN_RULES,2026-03-05 04:00:02.712980-05:00
24546,487,1644,8196,2026-02-02,GUSTO PAYROLL,-10113.33,101950.01,,,2026-03-05 04:05:58.650430-05:00
24547,487,1644,8196,2026-02-03,TOAST POS SETTLEMENT,102588.64,204538.65,CARD_SETTLEMENT,OPTISCAN_RULES,2026-03-05 04:03:29.306279-05:00
24548,487,1644,8196,2026-02-04,square inc          deposit,47506.94,252045.59,,,2026-03-05 04:06:04.823948-05:00
24549,487,1644,8196,2026-02-04,AMEX SETTLEMENT ****7517,67010.37,319055.96,CARD_SETTLEMENT,OPTISCAN_RULES,2026-03-05 03:56:32.499929-05:00
24550,487,1644,8196,2026-02-05,GUSTO PAYROLL,-27314.51,291741.45,,,2026-03-05 04:08:22.973003-05:00
24551,487,1644,8196,2025-12-08,US FOODS ACH DEBIT 08467649,-46423.11,245318.34,,,2026-03-05 04:02:42.759281-05:00
24552,487,1644,8196,2025-12-11,AMEX SETTLEMENT,125026.87,370345.21,,,2026-03-05 03:57:06.573557-05:00
24553,487,1644,8196,2025-12-12,ACH CREDIT CUSTOMER PMT,55748.10,426093.31,ACH_CREDIT,AI_SERVICE,2026-03-05 03:50:18.439241-05:00
24554,487,1644,8196,2025-12-13,ACH CREDIT CUSTOMER PMT 56495583,14932.00,441025.31,ACH_CREDIT,OPTISCAN_RULES,2026-03-05 04:02:49.324045-05:00
24555,487,1644,8196,2025-12-18,WIRE IN REF 8841 ****8282,136609.97,577635.28,,,2026-03-05 04:02:00.221996-05:00
24556,487,1644,8196,2025-12-19,DUKE ENERGY BILLPAY ****3201,-20630.65,557004.63,,,2026-03-05 04:05:12.675011-05:00
24557,487,1644,8196,2025-12-20,HOME DEPOT PRO,-67892.98,489111.65,,,2026-03-05 03:58:35.004833-05:00
24558,487,1644,8196,2025-12-22,STRIPE PAYOUT,119081.25,608192.90,CARD_SETTLEMENT,AI_SERVICE,2026-03-05 04:04:41.657230-05:00
24559,487,1644,8196,2025-12-23,commercial rent ach,-31413.95,576778.95,RENT,OPTISCAN_RULES,2026-03-05 03:55:20.751678-05:00
24560,487,1644,8196,2025-12-25,ACH CREDIT CUSTOMER PMT ****4864,11394.60,588173.55,ACH_CREDIT,AI_SERVICE,2026-03-05 03:54:43.487215-05:00
24561,487,1644,8196,2025-12-26,STRIPE PAYOUT,124879.33,713052.88,CARD_SETTLEMENT,AI_SERVICE,2026-03-05 03:52:41.819894-05:00
24562,487,1644,8196,2025-12-27,TOAST POS SETTLEMENT,91299.72,804352.60,CARD_SETTLEMENT,OPTISCAN_RULES,2026-03-05 03:56:31.581300-05:00
24563,487,1644,8196,2025-12-28,SYSCO FOOD SERVICE,-21183.91,783168.69,SUPPLIER,OPTISCAN_RULES,2026-03-05 03:52:03.804552-05:00
24564,487,1644,8196,2025-12-29,AMEX SETTLEMENT,113074.38,896243.07,CARD_SETTLEMENT,MANUAL,2026-03-05 04:03:22.182708-05:00
24565,487,1644,8196,2026-01-01,US FOODS ACH DEBIT,-58655.12,837587.95,SUPPLIER,OPTISCAN_RULES,2026-03-05 04:04:22.124973-05:00
24566,487,1644,8196,2026-01-02,SYSCO FOOD SERVICE,-37403.12,800184.83,SUPPLIER,OPTISCAN_RULES,2026-03-05 03:55:37.727068-05:00
24567,487,1644,8196,2026-01-03,TOAST POS SETTLEMENT,12708.99,812893.82,CARD_SETTLEMENT,OPTISCAN_RULES,2026-03-05 03:59:18.891132-05:00
24568,487,1644,8196,2026-01-04,DUKE ENERGY BILLPAY ****8090,-80129.66,732764.16,UTILITIES,MANUAL,2026-03-05 03:52:19.763868-05:00
24569,487,1644,8196,2026-01-05,SQUARE INC          DEPOSIT 03775535,42029.85,774794.01,CARD_SETTLEMENT,OPTISCAN_RULES,2026-03-05 03:55:35.268106-05:00
24570,487,1644,8196,2026-01-06,OVERDRAFT ITEM FEE 84733598,-36.00,774758.01,FEE,AI_SERVICE,2026-03-05 04:05:19.303941-05:00
24571,487,1644,8196,2025-11-09,TOAST POS SETTLEMENT,131092.88,905850.89,CARD_SETTLEMENT,OPTISCAN_RULES,2026-03-05 04:08:35.549962-05:00
24572,487,1644,8196,2025-11-10,VENDOR CHECK 1042,-76843.31,829007.58,,,2026-03-05 04:07:12.039898-05:00
24573,487,1644,8196,2025-11-11,US FOODS ACH DEBIT ****7146,-83454.40,745553.18,SUPPLIER,OPTISCAN_RULES,2026-03-05 04:06:22.045019-05:00
24574,487,1644,8196,2025-11-13,MERCHANT BANKCD DEP 23370609,153428.11,898981.29,CARD_SETTLEMENT,OPTISCAN_RULES,2026-03-05 03:51:23.468228-05:00
