decision_id,application_id,outcome,approved_amount,rate_apr,term_months,reason_codes,decided_by,policy_version,monthly_revenue_used,dscr,decided_at,created_at
248,291,DECLINED,,,,UNVERIFIED_REVENUE,renee.blackwell,credit-policy-2024,893631.38,3.09,2026-02-13 07:37:09.805521-05:00,2026-02-13 07:37:11.263528-05:00
249,292,DECLINED,,,,REVENUE_BELOW_MIN,s.whitfield,credit-policy-2025,139058.16,2.034,2026-02-23 16:14:10.722199-05:00,2026-02-23 16:14:18.933186-05:00
250,293,COUNTER_OFFER,260000.00,12.482,36,MANUAL_OVERRIDE_RB,t.rivas,credit-policy-2025,209316.68,1.953,2026-02-19 15:50:36.276543-05:00,2026-02-19 15:50:46.253212-05:00
251,294,APPROVED,97750.00,13.626,24,"REVENUE_VERIFIED,CREDIT_OK,TIB_OK",d.pham,credit-policy-FINAL2,323757.50,1.521,2026-02-16 11:53:23.169202-05:00,2026-02-16 11:53:49.026221-05:00
252,295,DECLINED,,,,"NSF_ACTIVITY,UNVERIFIED_REVENUE,EXISTING_DEBT,CREDIT_SCORE",a.castellanos,credit-policy-2025,100957.66,3.015,2026-02-10 18:24:53.104897-05:00,2026-02-10 18:24:55.554699-05:00
253,298,DECLINED,,,,DSCR_BELOW_MIN,j.beaumont,credit-policy-2024,388551.95,2.427,2026-02-27 07:23:58.824606-05:00,2026-02-27 07:24:12.703100-05:00
254,299,APPROVED,87000.00,8.728,24,"MANUAL_OVERRIDE_RB,TIB_OK",renee.blackwell,credit-policy-2024,170621.52,2.659,2026-02-08 07:56:47.416214-05:00,2026-02-08 07:56:49.582555-05:00
255,300,APPROVED,280500.00,15.846,12,"CREDIT_OK, MANUAL_OVERRIDE_RB",s.whitfield,credit-policy-2025,308994.03,2.881,2026-02-09 13:01:06.856435-05:00,2026-02-09 13:01:32.951172-05:00
256,301,DECLINED,,,,COLLATERAL_SHORTFALL,m.okonkwo,credit-policy-2025,147855.33,1.857,2026-02-20 00:08:48.339377-05:00,2026-02-20 00:09:17.670839-05:00
257,302,DECLINED,,,,COLLATERAL_SHORTFALL,m.okonkwo,credit-policy-FINAL2,340721.13,2.449,2026-02-11 02:45:00.992415-05:00,2026-02-11 02:45:07.196756-05:00
258,304,APPROVED,125000.00,20.752,24,POLICY_EXCEPTION_APPROVED,renee.blackwell,credit-policy-2025,192927.72,2.934,2026-02-18 17:50:08.876954-05:00,2026-02-18 17:50:12.882581-05:00
259,305,DECLINED,,,,"STACKED_DEBT,DSCR_BELOW_MIN,EXISTING_DEBT,REVENUE_BELOW_MIN",a.castellanos,credit-policy-2025,92747.90,1.569,2026-02-17 17:34:46.574762-05:00,2026-02-17 17:34:58.466554-05:00
260,306,APPROVED,68000.00,11.691,48,"DSCR_OK,REVENUE_VERIFIED",k.abernathy,credit-policy-2025,135827.47,2.38,2026-02-21 23:03:58.717846-05:00,2026-02-21 23:04:23.714250-05:00
261,307,APPROVED,1200000.00,16.438,12,MANUAL_OVERRIDE_RB,p.deshmukh,credit-policy-FINAL2,11619.38,1.797,2026-02-10 18:18:45.579531-05:00,2026-02-10 18:19:01.359713-05:00
262,308,APPROVED,91000.00,23.523,60,"REVENUE_VERIFIED,COLLATERAL_OK",a.castellanos,credit-policy-2024,126274.46,0.807,2026-02-19 00:43:13.558289-05:00,2026-02-19 00:43:41.681054-05:00
263,309,APPROVED,167500.00,19.644,12,REVENUE_VERIFIED,s.whitfield,credit-policy-2025,432365.31,1.968,2026-02-16 15:35:49.281117-05:00,2026-02-16 15:36:12.702169-05:00
264,311,APPROVED,50000.00,10.18,48,"POLICY_EXCEPTION_APPROVED, COLLATERAL_OK, TIB_OK,",s.whitfield,credit-policy-2025,85269.83,3.286,2026-03-25 16:26:49.555821-05:00,2026-03-25 16:27:05.811478-05:00
265,312,APPROVED,42500.00,12.677,12,"DSCR_OK,MANUAL_OVERRIDE_RB",l.nakamura,credit-policy-2024,97632.41,2.279,2026-02-22 20:35:25.381515-05:00,2026-02-22 20:35:35.475803-05:00
266,313,APPROVED,80000.00,28.257,84,REVENUE_VERIFIED,m.okonkwo,credit-policy-2025,179533.83,2.381,2026-02-13 14:55:15.118368-05:00,2026-02-13 14:55:33.753661-05:00
267,314,DECLINED,,,,"INDUSTRY_RESTRICTED, NSF_ACTIVITY, UNVERIFIED_REVENUE",j.beaumont,credit-policy-2025,94395.06,1.382,2026-02-17 18:54:58.478673-05:00,2026-02-17 18:55:27.894331-05:00
268,315,APPROVED,295000.00,21.788,60,"MANUAL_OVERRIDE_RB,TIB_OK",d.pham,credit-policy-FINAL2,422228.22,2.261,2026-03-17 21:11:18.125789-05:00,2026-03-17 21:11:43.410881-05:00
269,316,DECLINED,,,,"REVENUE_BELOW_MIN, UNVERIFIED_REVENUE, TIME_IN_BUSINESS, CREDIT_SCORE",renee.blackwell,credit-policy-2024,121929.15,3.042,2026-02-22 01:37:06.797426-05:00,2026-02-22 01:37:29.037608-05:00
270,317,APPROVED,135000.00,17.709,60,COLLATERAL_OK,l.nakamura,credit-policy-2025,217634.12,1.514,2026-02-16 16:18:18.412496-05:00,2026-02-16 16:18:39.291287-05:00
271,318,COUNTER_OFFER,31500.00,19.222,60,"TIB_OK, DSCR_OK, COLLATERAL_OK",j.beaumont,credit-policy-2024,18443.83,0.751,2026-02-08 05:34:14.020237-05:00,2026-02-08 05:34:25.161950-05:00
272,319,APPROVED,357000.00,9.427,24,"POLICY_EXCEPTION_APPROVED,MANUAL_OVERRIDE_RB",a.castellanos,credit-policy-2024,371778.05,1.122,2026-02-09 18:03:57.715895-05:00,2026-02-09 18:04:15.673352-05:00
273,320,APPROVED,58650.00,8.58,60,COLLATERAL_OK,k.abernathy,credit-policy-FINAL2,63557.43,3.201,2026-02-26 00:32:39.074908-05:00,2026-02-26 00:33:04.354547-05:00
274,321,APPROVED,315000.00,14.385,48,"CREDIT_OK,COLLATERAL_OK,MANUAL_OVERRIDE_RB",p.deshmukh,credit-policy-FINAL2,254441.42,2.414,2026-03-07 04:19:33.697222-05:00,2026-03-07 04:19:59.223583-05:00
275,323,APPROVED,89000.00,12.393,36,"POLICY_EXCEPTION_APPROVED, COLLATERAL_OK",j.beaumont,credit-policy-FINAL2,146688.85,2.507,2026-02-22 05:51:14.104014-05:00,2026-02-22 05:51:15.628155-05:00
276,324,APPROVED,71000.00,26.336,84,POLICY_EXCEPTION_APPROVED,m.okonkwo,credit-policy-2025,158830.83,1.504,2026-02-20 19:39:47.499390-05:00,2026-02-20 19:40:10.553618-05:00
277,325,APPROVED,416500.00,8.244,48,COLLATERAL_OK,t.rivas,credit-policy-2024,1306950.96,0.852,2026-02-09 08:34:31.512427-05:00,2026-02-09 08:34:50.160126-05:00
278,328,DECLINED,,,,DSCR_BELOW_MIN,t.rivas,credit-policy-FINAL2,137387.74,1.57,2026-02-14 01:07:23.147953-05:00,2026-02-14 01:07:32.035075-05:00
279,330,APPROVED,1239000.00,26.031,36,"MANUAL_OVERRIDE_RB, CREDIT_OK",s.whitfield,credit-policy-2025,2823807.24,2.23,2026-02-10 03:35:44.810102-05:00,2026-02-10 03:35:49.509222-05:00
280,331,DECLINED,,,,"UNVERIFIED_REVENUE, TIME_IN_BUSINESS",l.nakamura,credit-policy-2025,1130793.69,2.622,2026-02-13 05:58:55.734640-05:00,2026-02-13 05:59:08.348984-05:00
281,332,DECLINED,,,,NSF_ACTIVITY,j.beaumont,credit-policy-FINAL2,1354355.37,2.695,2026-02-11 13:33:45.917608-05:00,2026-02-11 13:34:01.818262-05:00
282,333,APPROVED,85000.00,15.608,24,DSCR_OK,d.pham,credit-policy-FINAL2,357183.73,0.908,2026-02-10 19:59:39.675819-05:00,2026-02-10 19:59:48.473970-05:00
283,335,DECLINED,,,,"CREDIT_SCORE,TIME_IN_BUSINESS,DSCR_BELOW_MIN,COLLATERAL_SHORTFALL",s.whitfield,credit-policy-FINAL2,697267.59,2.834,2026-02-17 02:32:16.827369-05:00,2026-02-17 02:32:28.469586-05:00
284,336,DECLINED,,,,"EXISTING_DEBT,NSF_ACTIVITY,UNVERIFIED_REVENUE,INDUSTRY_RESTRICTED",t.rivas,credit-policy-2024,271500.14,3.121,2026-02-19 23:14:42.722738-05:00,2026-02-19 23:15:11.091104-05:00
285,337,APPROVED,360000.00,23.575,24,"CREDIT_OK,COLLATERAL_OK,POLICY_EXCEPTION_APPROVED",c.obrien,credit-policy-2025,449927.36,0.941,2026-02-23 13:37:36.361192-05:00,2026-02-23 13:37:43.930679-05:00
286,338,DECLINED,,,,NSF_ACTIVITY,j.beaumont,credit-policy-2025,208177.75,2.089,2026-02-28 18:52:58.751004-05:00,2026-02-28 18:53:06.783495-05:00
287,340,APPROVED,190000.00,17.85,60,"DSCR_OK,POLICY_EXCEPTION_APPROVED,CREDIT_OK",j.beaumont,credit-policy-2024,201170.04,1.917,2026-02-11 08:21:19.591219-05:00,2026-02-11 08:21:44.233563-05:00
288,341,APPROVED,77000.00,21.306,24,"CREDIT_OK,TIB_OK,POLICY_EXCEPTION_APPROVED",a.castellanos,credit-policy-2025,315515.89,3.029,2026-02-15 00:18:09.358390-05:00,2026-02-15 00:18:14.605857-05:00
289,344,APPROVED,28000.00,12.365,60,"REVENUE_VERIFIED,COLLATERAL_OK",renee.blackwell,credit-policy-2025,132052.02,2.983,2026-02-26 13:10:58.982987-05:00,2026-02-26 13:11:00.197725-05:00
290,345,APPROVED,290000.00,20.006,48,"REVENUE_VERIFIED, POLICY_EXCEPTION_APPROVED, DSCR_OK",t.rivas,credit-policy-2025,478030.64,1.865,2026-02-14 09:28:03.798242-05:00,2026-02-14 09:28:16.794081-05:00
291,346,APPROVED,46500.00,19.339,12,"POLICY_EXCEPTION_APPROVED,DSCR_OK,",k.abernathy,credit-policy-2025,245432.11,3.309,2026-02-18 09:18:38.628221-05:00,2026-02-18 09:19:07.982440-05:00
292,348,DECLINED,,,,"NSF_ACTIVITY,DSCR_BELOW_MIN",m.okonkwo,credit-policy-2025,130695.55,1.276,2026-02-15 14:09:40.844204-05:00,2026-02-15 14:10:00.103167-05:00
293,350,DECLINED,,,,EXISTING_DEBT,p.deshmukh,credit-policy-2025,1435794.06,2.123,2026-02-18 21:02:12.786788-05:00,2026-02-18 21:02:31.255176-05:00
294,351,DECLINED,,,,"TIME_IN_BUSINESS,UNVERIFIED_REVENUE,DSCR_BELOW_MIN",d.pham,credit-policy-FINAL2,160061.10,2.266,2026-02-08 12:26:27.944694-05:00,2026-02-08 12:26:47.995520-05:00
295,352,DECLINED,,,,COLLATERAL_SHORTFALL,a.castellanos,credit-policy-2025,1410838.31,1.305,2026-02-19 06:08:00.410811-05:00,2026-02-19 06:08:27.089718-05:00
296,354,COUNTER_OFFER,78000.00,15.336,48,"POLICY_EXCEPTION_APPROVED,MANUAL_OVERRIDE_RB,COLLATERAL_OK",s.whitfield,credit-policy-2025,46488.25,1.249,2026-02-13 04:42:48.531622-05:00,2026-02-13 04:43:11.600559-05:00
297,355,DECLINED,,,,UNVERIFIED_REVENUE,k.abernathy,credit-policy-2025,44184.40,0.771,2026-02-16 20:29:38.869429-05:00,2026-02-16 20:30:07.767124-05:00
298,356,APPROVED,89250.00,24.178,48,COLLATERAL_OK,d.pham,credit-policy-2025,189201.86,0.843,2026-02-12 20:01:33.907632-05:00,2026-02-12 20:02:02.352223-05:00
299,357,APPROVED,79050.00,25.911,12,CREDIT_OK,p.deshmukh,credit-policy-2024,197748.30,2.938,2026-02-17 06:46:55.058519-05:00,2026-02-17 06:47:09.808583-05:00
300,358,APPROVED,100000.00,16.343,48,DSCR_OK,s.whitfield,credit-policy-2025,226483.93,2.317,2026-02-20 00:53:58.197412-05:00,2026-02-20 00:54:07.433286-05:00
301,359,DECLINED,,,,"COLLATERAL_SHORTFALL,TIME_IN_BUSINESS,REVENUE_BELOW_MIN",t.rivas,credit-policy-2025,599965.60,1.511,2026-03-10 04:17:26.070102-05:00,2026-03-10 04:17:55.295970-05:00
302,360,APPROVED,332500.00,25.44,12,"MANUAL_OVERRIDE_RB, POLICY_EXCEPTION_APPROVED, DSCR_OK",t.rivas,credit-policy-2024,950849.21,2.459,2026-02-24 09:04:39.732225-05:00,2026-02-24 09:04:41.355590-05:00
303,362,APPROVED,190000.00,25.125,24,MANUAL_OVERRIDE_RB,renee.blackwell,credit-policy-2025,468476.00,1.536,2026-02-18 07:23:11.504527-05:00,2026-02-18 07:23:28.579349-05:00
304,363,APPROVED,488750.00,23.454,84,"DSCR_OK,TIB_OK,COLLATERAL_OK,",k.abernathy,credit-policy-2025,1215077.68,2.871,2026-02-11 17:46:23.573163-05:00,2026-02-11 17:46:49.366462-05:00
305,365,APPROVED,79000.00,21.603,60,"REVENUE_VERIFIED,TIB_OK,CREDIT_OK",j.beaumont,credit-policy-2024,99965.00,3.127,2026-02-11 05:38:51.367086-05:00,2026-02-11 05:39:19.022890-05:00
306,367,DECLINED,,,,"EXISTING_DEBT,STACKED_DEBT,TIME_IN_BUSINESS",t.rivas,credit-policy-FINAL2,1235569.14,2.692,2026-02-18 13:25:19.894092-05:00,2026-02-18 13:25:37.121693-05:00
307,369,APPROVED,97750.00,15.898,36,CREDIT_OK,j.beaumont,credit-policy-2025,192641.96,2.76,2026-02-13 06:44:55.319151-05:00,2026-02-13 06:45:24.228684-05:00
308,371,APPROVED,85000.00,7.433,24,"TIB_OK,DSCR_OK",k.abernathy,credit-policy-2025,170817.43,3.355,2026-02-20 21:05:16.329998-05:00,2026-02-20 21:05:35.657631-05:00
309,372,APPROVED,69000.00,24.398,48,"DSCR_OK,CREDIT_OK,MANUAL_OVERRIDE_RB",m.okonkwo,credit-policy-2025,82636.86,1.676,2026-02-16 13:52:17.761748-05:00,2026-02-16 13:52:39.602499-05:00
310,373,DECLINED,,,,UNVERIFIED_REVENUE,t.rivas,credit-policy-FINAL2,297649.83,1.661,2026-02-27 09:16:33.299602-05:00,2026-02-27 09:16:34.426031-05:00
311,374,APPROVED,40000.00,12.821,12,DSCR_OK,m.okonkwo,credit-policy-2025,81708.69,2.976,2026-02-11 07:23:49.445908-05:00,2026-02-11 07:24:18.614247-05:00
312,375,APPROVED,68000.00,10.989,84,"DSCR_OK, MANUAL_OVERRIDE_RB",j.beaumont,credit-policy-FINAL2,39711.70,1.384,2026-02-15 00:15:48.655264-05:00,2026-02-15 00:16:15.891512-05:00
313,376,APPROVED,705000.00,20.675,84,"COLLATERAL_OK,MANUAL_OVERRIDE_RB,DSCR_OK",d.pham,credit-policy-2025,1953067.96,2.279,2026-02-12 08:09:53.194362-05:00,2026-02-12 08:10:21.206507-05:00
314,377,APPROVED,235000.00,16.927,36,"DSCR_OK,CREDIT_OK",d.pham,credit-policy-2024,234481.54,2.413,2026-02-15 07:22:49.835302-05:00,2026-02-15 07:22:54.886188-05:00
315,378,COUNTER_OFFER,145000.00,9.414,36,,renee.blackwell,credit-policy-2025,448784.60,3.375,2026-02-20 02:21:58.536988-05:00,2026-02-20 02:22:02.669726-05:00
316,379,DECLINED,,,,"DSCR_BELOW_MIN, EXISTING_DEBT, UNVERIFIED_REVENUE",t.rivas,credit-policy-2024,118382.24,3.108,2026-02-13 14:27:29.975538-05:00,2026-02-13 14:27:36.335529-05:00
317,380,DECLINED,,,,"UNVERIFIED_REVENUE,INDUSTRY_RESTRICTED,EXISTING_DEBT",s.whitfield,credit-policy-2024,114158.78,2.856,2026-02-17 15:37:30.681530-05:00,2026-02-17 15:37:35.382581-05:00
318,381,DECLINED,,,,CREDIT_SCORE,l.nakamura,credit-policy-2025,75424.75,2.457,2026-02-18 16:05:18.958762-05:00,2026-02-18 16:05:45.704378-05:00
319,382,APPROVED,96000.00,14.514,12,"DSCR_OK, POLICY_EXCEPTION_APPROVED",l.nakamura,credit-policy-2024,196873.41,1.883,2026-02-13 10:56:07.409145-05:00,2026-02-13 10:56:18.417090-05:00
320,383,APPROVED,381500.00,27.386,60,"COLLATERAL_OK,TIB_OK,",k.abernathy,credit-policy-2025,38643.42,2.172,2026-02-15 22:55:03.655996-05:00,2026-02-15 22:55:10.231761-05:00
321,384,DECLINED,,,,"COLLATERAL_SHORTFALL,NSF_ACTIVITY",renee.blackwell,credit-policy-FINAL2,376878.64,2.235,2026-02-17 21:12:30.758752-05:00,2026-02-17 21:12:36.888568-05:00
322,385,APPROVED,70000.00,27.125,12,CREDIT_OK,l.nakamura,credit-policy-2025,429990.37,1.819,2026-02-13 23:45:02.258020-05:00,2026-02-13 23:45:07.714008-05:00
323,386,APPROVED,375000.00,24.646,48,REVENUE_VERIFIED,m.okonkwo,credit-policy-2025,202500.59,1.323,2026-02-11 17:04:11.829122-05:00,2026-02-11 17:04:26.982724-05:00
324,387,DECLINED,,,,"REVENUE_BELOW_MIN,DSCR_BELOW_MIN,INDUSTRY_RESTRICTED,TIME_IN_BUSINESS",m.okonkwo,credit-policy-FINAL2,157311.61,1.727,2026-02-20 06:12:20.974552-05:00,2026-02-20 06:12:44.187325-05:00
325,388,DECLINED,,,,"INDUSTRY_RESTRICTED,COLLATERAL_SHORTFALL,DSCR_BELOW_MIN,",l.nakamura,credit-policy-2025,780314.07,2.921,2026-02-21 00:32:01.946275-05:00,2026-02-21 00:32:05.476614-05:00
326,389,DECLINED,,,,EXISTING_DEBT,l.nakamura,credit-policy-2024,81103.54,1.136,2026-02-15 00:31:48.195277-05:00,2026-02-15 00:31:52.020731-05:00
327,390,DECLINED,,,,"UNVERIFIED_REVENUE, INDUSTRY_RESTRICTED, COLLATERAL_SHORTFALL",k.abernathy,credit-policy-FINAL2,633148.39,1.152,2026-02-20 15:56:13.774764-05:00,2026-02-20 15:56:42.992413-05:00
328,391,APPROVED,40000.00,19.973,84,"CREDIT_OK,COLLATERAL_OK",k.abernathy,credit-policy-2025,146594.33,3.354,2026-02-14 17:21:04.803236-05:00,2026-02-14 17:21:23.237077-05:00
329,392,DECLINED,,,,STACKED_DEBT,renee.blackwell,credit-policy-FINAL2,522967.88,3.347,2026-02-14 14:18:23.622727-05:00,2026-02-14 14:18:30.176536-05:00
330,393,COUNTER_OFFER,27500.00,20.838,36,MANUAL_OVERRIDE_RB,t.rivas,credit-policy-2025,105993.73,2.67,2026-02-16 23:06:11.409446-05:00,2026-02-16 23:06:36.704636-05:00
331,394,DECLINED,,,,"NSF_ACTIVITY, TIME_IN_BUSINESS",renee.blackwell,credit-policy-2025,95553.03,1.951,2026-02-22 19:45:56.235335-05:00,2026-02-22 19:46:03.955322-05:00
332,397,DECLINED,,,,"INDUSTRY_RESTRICTED, EXISTING_DEBT",l.nakamura,credit-policy-2024,68053.13,2.299,2026-02-14 22:16:32.751067-05:00,2026-02-14 22:16:39.416185-05:00
333,398,APPROVED,215000.00,9.508,60,"MANUAL_OVERRIDE_RB,DSCR_OK",s.whitfield,credit-policy-2025,219951.73,2.256,2026-03-01 08:21:47.734961-05:00,2026-03-01 08:21:52.567425-05:00
334,399,DECLINED,,,,TIME_IN_BUSINESS,s.whitfield,credit-policy-2025,21423.16,0.798,2026-02-25 23:40:21.357872-05:00,2026-02-25 23:40:31.578406-05:00
335,400,APPROVED,170000.00,9.713,84,,c.obrien,credit-policy-2025,511978.34,0.753,2026-02-14 05:19:15.605045-05:00,2026-02-14 05:19:36.190635-05:00
336,401,APPROVED,33500.00,8.325,24,POLICY_EXCEPTION_APPROVED,p.deshmukh,credit-policy-2025,12329.46,1.829,2026-02-14 22:17:07.945141-05:00,2026-02-14 22:17:22.023944-05:00
337,402,APPROVED,83000.00,27.601,12,POLICY_EXCEPTION_APPROVED,l.nakamura,credit-policy-2024,63986.10,1.645,2026-03-02 16:33:15.750486-05:00,2026-03-02 16:33:22.065636-05:00
338,404,APPROVED,510000.00,9.564,48,"MANUAL_OVERRIDE_RB,DSCR_OK",k.abernathy,credit-policy-2024,818765.19,2.923,2026-02-16 23:37:13.021336-05:00,2026-02-16 23:37:19.535737-05:00
339,405,APPROVED,1498000.00,7.628,60,CREDIT_OK,s.whitfield,credit-policy-2025,1726492.96,1.767,2026-02-20 21:37:12.857859-05:00,2026-02-20 21:37:41.335230-05:00
340,406,APPROVED,395000.00,16.765,48,"CREDIT_OK,DSCR_OK,MANUAL_OVERRIDE_RB",j.beaumont,credit-policy-2025,672343.56,2.873,2026-02-16 07:12:39.015257-05:00,2026-02-16 07:13:08.054820-05:00
341,407,DECLINED,,,,"UNVERIFIED_REVENUE, COLLATERAL_SHORTFALL, CREDIT_SCORE, DSCR_BELOW_MIN",d.pham,credit-policy-2024,152375.57,1.431,2026-02-18 20:53:20.118358-05:00,2026-02-18 20:53:37.467864-05:00
342,408,DECLINED,,,,"UNVERIFIED_REVENUE, STACKED_DEBT, REVENUE_BELOW_MIN, COLLATERAL_SHORTFALL",c.obrien,credit-policy-2025,87290.22,1.711,2026-02-25 00:01:15.326730-05:00,2026-02-25 00:01:24.021539-05:00
343,410,APPROVED,267750.00,11.957,48,"DSCR_OK,CREDIT_OK,REVENUE_VERIFIED",c.obrien,credit-policy-2025,627223.07,3.055,2026-02-17 17:00:07.193810-05:00,2026-02-17 17:00:17.311241-05:00
344,411,DECLINED,,,,"UNVERIFIED_REVENUE,REVENUE_BELOW_MIN,COLLATERAL_SHORTFALL,TIME_IN_BUSINESS",j.beaumont,credit-policy-2025,54144.74,2.77,2026-02-18 11:08:19.896269-05:00,2026-02-18 11:08:43.964963-05:00
345,412,DECLINED,,,,"STACKED_DEBT, TIME_IN_BUSINESS, EXISTING_DEBT",t.rivas,credit-policy-FINAL2,76754.75,3.342,2026-02-15 17:13:22.935412-05:00,2026-02-15 17:13:43.043779-05:00
346,413,DECLINED,,,,"CREDIT_SCORE,UNVERIFIED_REVENUE",renee.blackwell,credit-policy-2025,121446.30,0.91,2026-02-19 04:58:30.365285-05:00,2026-02-19 04:58:54.851830-05:00
347,414,APPROVED,345000.00,17.421,24,CREDIT_OK,p.deshmukh,credit-policy-2024,919214.27,2.963,2026-02-13 05:37:02.671506-05:00,2026-02-13 05:37:14.688790-05:00
348,415,APPROVED,360000.00,26.414,84,"POLICY_EXCEPTION_APPROVED,",renee.blackwell,credit-policy-2024,766063.62,2.815,2026-02-16 13:54:25.433570-05:00,2026-02-16 13:54:52.135481-05:00
349,416,APPROVED,306000.00,17.434,48,"DSCR_OK,POLICY_EXCEPTION_APPROVED,CREDIT_OK",s.whitfield,credit-policy-2025,212937.31,1.131,2026-02-22 15:36:03.898816-05:00,2026-02-22 15:36:26.175626-05:00
350,417,DECLINED,,,,,l.nakamura,credit-policy-2024,141992.23,0.985,2026-03-07 10:28:02.774348-05:00,2026-03-07 10:28:09.304023-05:00
351,418,DECLINED,,,,NSF_ACTIVITY,a.castellanos,credit-policy-2024,107363.10,1.685,2026-02-23 18:45:04.657881-05:00,2026-02-23 18:45:31.580898-05:00
352,419,APPROVED,37800.00,17.676,24,,t.rivas,credit-policy-FINAL2,89458.73,3.252,2026-02-24 07:29:08.294345-05:00,2026-02-24 07:29:16.733015-05:00
353,420,COUNTER_OFFER,350000.00,8.972,12,"TIB_OK,CREDIT_OK,MANUAL_OVERRIDE_RB",k.abernathy,credit-policy-2025,1673096.47,1.131,2026-02-12 20:42:17.191262-05:00,2026-02-12 20:42:41.717526-05:00
354,421,APPROVED,235000.00,11.196,24,"CREDIT_OK,DSCR_OK",j.beaumont,credit-policy-FINAL2,330348.88,1.614,2026-03-19 21:51:21.977151-05:00,2026-03-19 21:51:51.558443-05:00
355,423,DECLINED,,,,CREDIT_SCORE,l.nakamura,credit-policy-2025,189542.13,0.733,2026-03-03 11:58:10.444050-05:00,2026-03-03 11:58:26.037613-05:00
356,424,APPROVED,930000.00,21.581,12,"MANUAL_OVERRIDE_RB, POLICY_EXCEPTION_APPROVED, DSCR_OK",a.castellanos,credit-policy-2025,985111.36,2.768,2026-02-15 01:43:43.836571-05:00,2026-02-15 01:43:49.296233-05:00
357,425,DECLINED,,,,NSF_ACTIVITY,p.deshmukh,credit-policy-FINAL2,369983.90,1.226,2026-02-22 21:07:24.214616-05:00,2026-02-22 21:07:42.020662-05:00
358,428,DECLINED,,,,"STACKED_DEBT, DSCR_BELOW_MIN, COLLATERAL_SHORTFALL, TIME_IN_BUSINESS",j.beaumont,credit-policy-2024,226001.65,0.863,2026-02-17 00:19:01.329101-05:00,2026-02-17 00:19:30.159240-05:00
359,430,DECLINED,,,,REVENUE_BELOW_MIN,p.deshmukh,credit-policy-2025,253891.18,1.149,2026-02-14 23:42:26.439207-05:00,2026-02-14 23:42:44.750192-05:00
360,431,DECLINED,,,,"COLLATERAL_SHORTFALL,",c.obrien,credit-policy-2024,80946.23,3.245,2026-02-27 09:39:33.823705-05:00,2026-02-27 09:39:45.232860-05:00
361,432,DECLINED,,,,REVENUE_BELOW_MIN,t.rivas,credit-policy-2025,579354.06,1.833,2026-02-21 00:01:39.333917-05:00,2026-02-21 00:02:07.794082-05:00
362,434,APPROVED,180000.00,26.187,84,"DSCR_OK,CREDIT_OK",k.abernathy,credit-policy-2025,252811.77,1.168,2026-03-02 20:14:44.908440-05:00,2026-03-02 20:15:04.293893-05:00
363,435,COUNTER_OFFER,80000.00,10.181,84,DSCR_OK,l.nakamura,credit-policy-2024,197358.49,1.653,2026-03-03 23:38:17.651568-05:00,2026-03-03 23:38:28.363530-05:00
364,436,APPROVED,52000.00,23.056,48,CREDIT_OK,d.pham,credit-policy-2025,119753.25,1.939,2026-02-16 16:07:09.619821-05:00,2026-02-16 16:07:34.225596-05:00
365,437,DECLINED,,,,REVENUE_BELOW_MIN,renee.blackwell,credit-policy-2025,70282.26,0.836,2026-02-21 19:27:46.847183-05:00,2026-02-21 19:27:53.039233-05:00
366,438,APPROVED,70000.00,10.641,24,"REVENUE_VERIFIED,CREDIT_OK",t.rivas,credit-policy-2024,118999.11,2.573,2026-02-15 16:42:46.956349-05:00,2026-02-15 16:42:54.293538-05:00
367,439,DECLINED,,,,"EXISTING_DEBT, REVENUE_BELOW_MIN",l.nakamura,credit-policy-2025,316847.67,2.31,2026-02-19 00:46:43.893038-05:00,2026-02-19 00:47:02.023227-05:00
368,440,APPROVED,187500.00,13.915,60,TIB_OK,k.abernathy,credit-policy-2025,655099.50,1.222,2026-02-16 07:01:25.629757-05:00,2026-02-16 07:01:54.784155-05:00
369,441,APPROVED,93500.00,18.689,36,"DSCR_OK, REVENUE_VERIFIED,",l.nakamura,credit-policy-2024,315774.30,2.289,2026-04-20 20:48:12.224208-05:00,2026-04-20 20:48:32.543281-05:00
370,442,APPROVED,367500.00,15.98,36,"DSCR_OK, COLLATERAL_OK",d.pham,credit-policy-2024,720545.16,0.959,2026-02-12 01:57:31.371368-05:00,2026-02-12 01:57:49.180132-05:00
371,443,COUNTER_OFFER,437750.00,15.467,12,"DSCR_OK,TIB_OK,CREDIT_OK",renee.blackwell,credit-policy-2025,853532.03,2.858,2026-02-11 10:13:16.489174-05:00,2026-02-11 10:13:32.940623-05:00
372,444,COUNTER_OFFER,60000.00,8.603,84,"CREDIT_OK,POLICY_EXCEPTION_APPROVED,MANUAL_OVERRIDE_RB",s.whitfield,credit-policy-2025,175813.13,2.564,2026-02-16 09:53:11.808071-05:00,2026-02-16 09:53:41.760551-05:00
373,445,DECLINED,,,,"COLLATERAL_SHORTFALL,INDUSTRY_RESTRICTED,TIME_IN_BUSINESS",t.rivas,credit-policy-2025,743528.50,3.131,2026-02-16 14:32:29.280920-05:00,2026-02-16 14:32:57.752664-05:00
374,447,APPROVED,70000.00,11.855,48,"DSCR_OK,CREDIT_OK,MANUAL_OVERRIDE_RB",a.castellanos,credit-policy-2025,93841.34,2.49,2026-02-27 08:20:58.422155-05:00,2026-02-27 08:21:25.023931-05:00
